label,trial,gait
idle,1,3.501873e+01
idle,1,6.001873e+01
idle,1,8.501873e+01
walk-rampascent,1,1.000935e+01
walk-rampascent,1,3.507951e+01
walk-rampascent,1,6.005613e+01
walk-rampascent,1,8.503274e+01
rampascent,1,1.007984e+01
rampascent,1,3.502994e+01
rampascent,1,6.007984e+01
rampascent,1,8.502994e+01
rampascent,1,1.003752e+01
rampascent,1,3.508443e+01
rampascent,1,6.003752e+01
rampascent,1,8.508443e+01
rampascent-walk,1,1.001773e+01
rampascent-walk,1,3.501773e+01
rampascent-walk,1,6.001773e+01
rampascent-walk,1,8.501773e+01
idle,1,1.004149e+01
idle,1,3.502075e+01
idle,1,6.008299e+01
idle,1,8.506224e+01
idle,1,1.002865e+01
idle,1,3.510029e+01
idle,1,6.002865e+01
idle,1,8.510029e+01
idle,1,1.002358e+01
idle,1,3.502358e+01
idle,1,6.002358e+01
idle,1,8.502358e+01
idle,1,1.000902e+01
idle,1,3.507665e+01
idle,1,6.005410e+01
idle,1,8.503156e+01
walk-rampdescent,1,1.001946e+01
walk-rampdescent,1,3.501946e+01
walk-rampdescent,1,6.001946e+01
walk-rampdescent,1,8.501946e+01
rampdescent,1,1.009615e+01
rampdescent,1,3.509615e+01
rampdescent,1,6.009615e+01
rampdescent,1,8.509615e+01
rampdescent,1,1.004608e+01
rampdescent,1,3.502304e+01
rampdescent,1,6.009217e+01
rampdescent,1,8.506912e+01
rampdescent-walk,1,1.001908e+01
rampdescent-walk,1,3.501908e+01
rampdescent-walk,1,6.001908e+01
rampdescent-walk,1,8.501908e+01
idle,1,1.004184e+01
idle,1,3.514644e+01
idle,1,6.004184e+01
idle,1,8.514644e+01
idle,2,3.503650e+01
idle,2,6.001622e+01
idle,2,8.507705e+01
walk-rampascent,2,1.003683e+01
walk-rampascent,2,3.508287e+01
walk-rampascent,2,6.003683e+01
walk-rampascent,2,8.508287e+01
rampascent,2,1.001855e+01
rampascent,2,3.506494e+01
rampascent,2,6.001855e+01
rampascent,2,8.506494e+01
rampascent,2,1.001873e+01
rampascent,2,3.501873e+01
rampascent,2,6.001873e+01
rampascent,2,8.501873e+01
rampascent-walk,2,1.008475e+01
rampascent-walk,2,3.508475e+01
rampascent-walk,2,6.008475e+01
rampascent-walk,2,8.508475e+01
idle,2,1.009259e+01
idle,2,3.509259e+01
idle,2,6.009259e+01
idle,2,8.509259e+01
idle,2,1.007839e+01
idle,2,3.505039e+01
idle,2,6.002240e+01
idle,2,8.510638e+01
idle,2,1.000752e+01
idle,2,3.506396e+01
idle,2,6.004515e+01
idle,2,8.502634e+01
idle,2,1.003431e+01
idle,2,3.507719e+01
idle,2,6.003431e+01
idle,2,8.507719e+01
walk-rampdescent,2,1.003824e+01
walk-rampdescent,2,3.508604e+01
walk-rampdescent,2,6.003824e+01
walk-rampdescent,2,8.508604e+01
