feat_19,feat_5,feat_13,feat_157,feat_244,feat_200,feat_14,feat_20,feat_197,feat_234,feat_205,feat_153,feat_158,feat_173,feat_187,feat_169,feat_16,feat_246,feat_2,feat_189,feat_4,feat_109,feat_249,feat_178,feat_3,feat_8,feat_148,feat_7,feat_225,feat_222,feat_155,feat_183,feat_139,feat_108,feat_12,feat_144,feat_180,feat_199,feat_177,feat_188,feat_21,feat_140,feat_218,feat_25,feat_233,feat_209,feat_10,feat_170,feat_242,feat_235,feat_168,feat_204,feat_138,feat_164,feat_210,feat_59,feat_175,feat_57,feat_15,feat_243,feat_145,feat_174,feat_84,feat_149,feat_219,feat_223,feat_240,feat_224,feat_86,feat_76,feat_73,feat_107,feat_193,feat_77,feat_83,feat_220,feat_78,feat_237,feat_239
1.599294,0.332217,-0.930576,0.448263,1.328561,0.200506,0.626556,0.339593,0.200665,-0.255470,0.241777,0.333370,-0.638158,-0.613082,0.312967,0.831644,0.607660,-0.247730,0.469994,0.567700,0.768661,-1.162601,0.305714,-0.117562,-0.382681,0.212874,-0.504380,0.770684,0.274987,0.229315,0.121067,-0.083612,0.404043,1.295413,0.515719,0.129770,0.108183,0.475330,0.085721,-0.424162,0.892877,0.168758,-0.683361,0.672883,-0.982107,0.131917,0.161081,0.169449,0.423088,0.186154,0.083640,0.291229,-0.155144,0.598836,0.099519,-1.270414,0.119398,-1.369774,0.536620,-0.741433,0.116972,-0.154288,130.000000,0.093646,0.930313,-0.218094,0.224335,0.677271,385.970686,91.082464,0.216276,-1.413800,-0.790236,-1.751348,1.105444,0.374212,1.951180,0.347548,0.704336
1.061108,0.200865,0.344725,0.346698,1.379554,0.334136,0.626556,0.132989,0.213768,1.678529,0.257646,-0.309955,-0.493341,-0.674591,0.347014,0.753976,0.506745,-0.590323,0.313046,0.558362,0.060931,-1.462686,1.350914,-0.421115,-0.808460,-0.132019,-0.699250,0.494178,0.240627,0.351768,0.280643,-0.307899,1.358417,1.676942,0.487817,0.872731,0.269135,0.660121,0.140680,-0.126914,0.791895,0.250542,-0.835358,0.165715,-1.020734,0.599300,0.434823,0.252737,0.493671,0.863747,-0.650469,0.422495,-0.433382,0.306972,0.305102,-1.506281,0.141915,-1.663723,0.083552,-1.327618,0.286870,0.070451,107.000000,0.203892,1.233829,-0.992470,0.662184,0.002564,504.631347,202.549548,0.782798,-1.598692,-0.444065,-1.501299,1.485904,0.494592,1.786478,0.628577,0.790390
0.871004,0.256082,0.345542,0.378827,0.903730,0.054666,0.856686,0.230293,0.072438,1.678529,0.090131,0.437123,-0.398096,-0.335958,0.305398,0.597313,0.847377,0.561399,0.311911,0.425995,0.801078,-1.100491,0.846418,0.035317,-0.211184,-0.952381,-0.270399,0.420597,0.060192,0.445638,0.028012,0.172767,0.169583,1.216656,0.643643,-0.207414,0.031272,0.189307,0.089235,0.222676,0.105275,0.005377,-0.421486,0.265716,-0.404811,0.258305,0.281539,0.027932,0.481268,0.537802,0.462108,-0.053029,0.136708,0.190590,0.124428,-1.322974,0.039596,-1.460417,0.153000,-1.186259,0.015719,-0.165055,125.000000,-0.245272,0.502558,-0.557354,0.291580,-0.258709,336.477209,106.722444,0.353232,-1.204428,-0.248277,-1.386451,0.917246,0.207240,1.671202,0.410760,0.015714
1.998300,0.508967,-1.776063,0.320576,2.243405,0.400518,0.856686,0.457237,0.322111,0.955259,0.423816,0.209073,-0.555178,-0.697639,0.530737,0.597313,-1.776063,1.101895,0.514429,1.172686,0.801078,-1.284645,0.849825,-1.061727,-0.982956,-0.952507,-0.616160,0.692440,0.552981,0.488527,0.225552,-0.075913,0.179718,1.529657,0.736486,1.273567,0.302384,0.121836,0.191100,0.222676,1.998300,0.386920,-1.372019,0.520006,-0.970287,0.560177,0.745063,0.356843,0.765032,0.466984,-1.020587,1.054573,-1.570357,0.190590,0.287501,-1.032913,0.256075,-1.326210,0.696805,-0.214494,0.219693,0.754942,136.000000,0.399836,1.310174,-0.531228,0.646114,1.491167,365.291475,92.619434,0.232797,-1.699263,-0.565142,-1.283664,1.000611,0.480368,1.128816,0.766685,0.015714
3.919862,1.039426,-2.565240,0.502471,2.383470,0.833574,0.792234,1.400134,0.696253,0.731053,0.454201,0.130754,-0.929603,-0.726948,0.621043,1.390205,-0.981863,0.347444,1.127056,1.172686,2.221560,-1.468372,1.125836,-1.171021,-0.982956,-0.608806,-0.935850,0.533120,0.565714,0.572240,0.239493,-0.450099,0.926002,1.759523,1.331312,1.273567,0.546597,1.702755,0.437999,-0.819566,3.414719,0.590004,-1.372019,0.763413,-0.970287,0.575575,0.530497,0.654933,1.102883,0.394986,-1.020587,1.054573,-1.570357,1.197863,0.307441,-1.415185,0.345758,-1.666592,1.153567,0.250918,0.316724,0.754942,116.000000,0.399836,1.310174,-0.336609,0.451714,1.685428,504.464586,113.389259,0.352220,-1.826330,-2.369147,-1.732757,1.570438,0.616542,1.907131,1.038841,-0.409622
3.919862,0.308666,-2.355100,0.510852,2.383470,0.739082,-0.406697,0.663572,0.594960,2.221899,0.318701,-0.803273,-0.929603,-0.717278,0.378567,1.819087,-0.407886,-0.934569,1.805686,0.440633,2.221560,-1.490695,1.125836,-1.302533,1.070568,-0.591183,-0.952192,0.375577,0.439117,0.544889,0.341540,-0.450099,0.807855,1.722710,1.045360,0.267405,0.438394,1.702755,0.389300,-0.819566,1.830603,0.444544,-1.683866,0.529902,-1.026271,1.671740,0.425182,0.574023,1.329875,0.852370,-0.990182,0.678205,-1.464677,1.197863,0.450727,-1.633171,0.344024,-1.779868,0.484852,-2.407028,0.158617,0.981355,108.000000,0.269442,0.843971,-1.358928,0.638135,0.469743,692.533791,533.719962,2.125712,-1.692723,-2.369147,-1.613161,2.277221,0.540444,1.711679,1.114594,-0.397695
2.646803,0.412158,-0.810349,0.377010,1.233704,0.202472,0.861478,0.691763,0.156740,2.221899,0.113865,0.335595,-0.428103,-0.600712,0.157934,0.892445,0.861478,1.233704,1.487327,0.375434,1.973827,-0.987349,1.132626,-0.191467,0.943646,-0.782129,-0.286534,0.473463,0.173527,0.712771,0.079431,0.029758,0.195504,1.110817,0.524813,-0.174625,0.118964,0.363356,0.105932,0.035111,0.503785,0.014396,-0.290171,0.562855,-1.002705,0.479413,0.122387,0.111604,1.056881,0.873661,0.245870,-0.012574,0.115468,0.223977,0.281254,-0.248679,0.117484,-1.259005,0.574105,-2.407028,0.028239,-0.104816,112.000000,-0.234283,0.891391,-1.021341,0.513803,-0.398325,482.266788,277.074307,1.034553,-1.313396,-0.604178,-1.088802,1.414187,0.257319,0.921042,0.765597,-0.122937
2.114478,0.434149,-1.674461,0.342774,2.448709,0.481643,0.876601,0.502823,0.426954,1.504452,0.352744,0.213200,-0.608304,-0.750674,0.420592,0.733339,-1.674461,0.522897,0.926131,1.028331,1.756265,-1.807664,1.427223,-0.969570,-0.218154,-0.782190,-0.286534,0.591226,0.720213,0.651907,0.250864,-0.245918,0.222218,1.954544,0.629489,2.239811,0.256828,0.363356,0.167094,0.035111,2.114478,0.297918,-1.236810,0.507056,-2.254040,0.574222,0.646658,0.414985,0.858623,0.853450,-0.682575,0.802349,-1.328278,0.430767,0.287245,-1.393533,0.271502,-1.533340,0.674478,-1.397444,0.335855,0.800911,127.000000,0.723318,1.917103,-0.982017,0.675931,1.729815,400.316006,89.356263,0.235793,-1.806697,-0.639755,-1.773289,1.017016,0.582537,2.157907,1.000430,-0.122937
3.813056,0.805263,-2.330272,0.478800,2.448709,0.799030,0.876601,1.287013,0.692576,1.504452,0.376514,0.138298,-0.808141,-0.750674,0.555508,1.456657,-1.056479,0.165297,1.378027,1.028331,2.407131,-1.924009,1.427223,-1.159058,-0.218154,-0.757177,-0.911527,0.524835,0.582977,0.571515,0.274462,-0.534958,0.715073,2.080486,1.306727,2.239811,0.474975,1.318758,0.368694,-0.676334,3.158503,0.467707,-1.236810,0.473295,-2.254040,0.574222,0.557540,0.727645,0.801953,0.958386,-0.682575,0.802349,-1.328278,1.116855,0.229578,-0.691122,0.285015,-1.241529,1.134445,-0.358175,0.407428,0.800911,132.000000,0.723318,1.917103,-0.433335,0.545021,1.729815,422.072051,108.857911,0.316690,-1.860598,-1.589830,-1.552669,1.119024,0.589700,1.595076,1.189122,-0.306132
3.813056,0.419959,-2.151418,0.479212,0.991101,0.667046,-0.019538,0.809565,0.593194,1.948080,0.355958,-1.950193,-0.808141,-0.856489,0.311726,1.794687,-0.019538,-1.072723,1.678196,0.409017,2.407131,-1.676830,0.831989,-1.209558,1.003444,-0.598225,-0.917700,0.384614,0.500474,0.581071,0.487457,-0.534958,0.590606,1.881143,0.947805,0.668760,0.425159,1.318758,0.360918,-0.676334,1.178063,0.417020,-1.308770,0.623589,-1.153162,1.802780,0.433097,0.684450,1.085063,0.866535,-1.144958,1.029823,-1.208366,1.116855,0.451238,-2.243171,0.262743,-2.007183,0.555127,-2.450485,0.288801,0.714472,107.000000,0.404808,1.186985,-1.659929,0.546364,0.422496,705.873673,407.036385,1.518356,-1.729085,-1.589830,-1.721610,2.324380,0.513255,1.959270,1.226295,-0.520925
