feat_19,feat_5,feat_13,feat_157,feat_244,feat_200,feat_14,feat_20,feat_197,feat_234,feat_205,feat_153,feat_158,feat_173,feat_187,feat_169,feat_16,feat_246,feat_2,feat_189,feat_4,feat_109,feat_249,feat_178,feat_3,feat_8,feat_148,feat_7,feat_225,feat_222,feat_155,feat_183,feat_139,feat_108,feat_12,feat_144,feat_180,feat_199,feat_177,feat_188,feat_21,feat_140,feat_218,feat_25,feat_233,feat_209,feat_10,feat_170,feat_242,feat_235,feat_168,feat_204,feat_138,feat_164,feat_210,feat_59,feat_175,feat_57,feat_15,feat_243,feat_145,feat_174,feat_84,feat_149,feat_219,feat_223,feat_240,feat_224,feat_86,feat_76,feat_73,feat_107,feat_193,feat_77,feat_83,feat_220,feat_78,feat_237,feat_239
1.202511,0.375758,-0.861975,0.414361,0.739193,0.125461,0.561995,0.177140,0.156350,0.379724,0.154975,0.019495,-0.542491,-0.138390,0.225459,0.760590,0.561995,0.297253,0.519073,0.392461,0.978885,-1.163241,0.796572,-0.411759,-0.129827,-0.196185,-0.284123,0.271473,0.222453,0.188303,0.156086,-0.751613,0.128350,1.247221,0.558097,0.730567,0.055332,0.326675,0.256264,-0.376223,0.958830,0.067189,-0.112007,0.670405,-0.231674,0.321459,0.291874,0.061030,0.345919,0.141175,0.549665,0.260480,-0.162898,0.640788,0.174657,-1.237060,0.102789,-1.366273,0.495299,-0.011972,0.179179,0.359712,164.000000,0.203752,0.484853,-0.457836,0.137973,0.311056,520.340597,544.416489,0.946035,-1.036561,-0.335895,-1.386410,1.185199,0.159903,1.549883,0.118205,0.311559
1.003905,0.245977,0.042021,0.253054,0.392164,0.455625,0.580374,0.138778,0.302356,1.231724,0.315183,-1.070409,-0.378709,-0.491561,0.337507,1.077825,0.336094,-0.097105,0.205289,0.798855,0.158588,-1.261789,0.820626,-0.548315,-0.777697,-0.467787,-0.549242,0.436745,0.219441,0.376835,0.221061,-0.752888,0.998514,1.270762,0.368716,1.705147,0.231801,0.931069,0.287258,-0.061478,0.494277,0.202211,-0.668262,0.717458,-0.253036,0.868618,0.441805,0.245405,0.416573,0.373133,-0.635282,0.738199,-0.677104,0.477660,0.347987,-1.474796,0.248122,-1.639536,0.173012,-1.313300,0.297848,1.075258,91.000000,0.752357,0.523086,-0.758039,0.433669,0.190923,826.373892,902.557937,3.207947,-1.211373,-0.474874,-1.735914,3.191524,0.296577,1.922386,0.399512,0.435487
0.587311,0.152626,0.254483,0.291330,-0.060605,0.084766,0.976897,0.204829,0.076337,1.181584,0.031572,0.204500,-0.313409,0.137774,0.229373,0.665266,0.976897,-0.280759,0.297203,0.373141,0.652380,-1.117976,1.048283,-0.273809,0.092192,-0.911449,-0.162235,0.591058,0.101902,0.555863,0.021142,-0.256655,0.058309,1.278107,0.719434,0.350941,0.023032,0.169732,0.224608,0.146507,-0.166534,0.004394,0.150369,0.272322,0.289447,0.500387,0.130537,0.015556,0.696360,0.201160,0.605849,-0.154869,0.037899,0.185190,0.132121,-1.442070,0.061368,-1.585878,0.236359,-1.284446,0.015339,0.410852,105.000000,-0.135527,0.523086,-0.758039,0.140692,-0.404800,798.594087,827.495452,2.709127,-1.045711,-0.277276,-1.678354,2.797728,0.114172,1.901444,0.269172,-0.072639
0.822464,0.608991,-1.235484,0.308117,1.535868,0.345418,0.989893,0.246657,0.349194,0.824533,0.159009,-0.452748,-0.543570,-0.296777,0.459046,0.715577,-1.235484,1.535868,0.597253,0.782980,0.918621,-1.285939,0.646036,-0.901385,-0.926989,-0.912901,-0.390359,0.679307,0.528722,0.469801,0.188393,-0.256655,0.067905,1.299681,0.780576,0.768220,0.197505,0.169732,0.303336,0.220622,0.822464,0.190516,0.193886,0.372419,-0.443515,0.605790,0.701914,0.158330,0.634847,0.361300,0.133289,0.306819,-0.719194,0.224314,0.259095,-1.441745,0.243479,-1.564292,0.649830,-0.959710,0.206525,0.812111,168.000000,0.193478,0.745011,-0.492498,0.182558,0.971279,535.427654,655.422928,1.331706,-1.253512,-0.687629,-1.195516,1.223991,0.119691,1.061573,0.317993,-0.043084
2.067902,0.833916,-2.015376,0.536604,1.796743,0.609390,0.692254,0.796256,0.559509,0.800158,0.192767,-0.452748,-0.746889,-0.294838,0.405364,1.177363,-1.179394,0.245838,0.827918,0.782980,1.350887,-1.231011,0.896540,-0.901385,-0.926989,-0.938729,-0.468694,0.649234,0.492120,0.536445,0.279365,-2.018113,0.254743,1.448207,1.283541,0.768220,0.233326,0.846862,0.383082,-0.438843,1.843731,0.220504,-0.086066,1.447219,-0.443515,0.474144,0.689400,0.314261,0.915771,0.246310,0.133289,0.306819,-0.719194,1.177313,0.199448,-1.384196,0.237800,-1.402365,0.871200,-0.413649,0.360180,0.812111,166.000000,0.193478,0.745011,-0.654387,0.129136,0.983567,407.984718,504.325238,0.809134,-1.633544,-0.647620,-1.166074,0.831580,0.209454,1.270725,0.352245,-0.060229
2.067148,0.191231,-1.798729,0.379765,0.637622,0.431336,-0.265857,0.296715,0.325780,0.793142,0.165979,-0.884262,-0.670037,-0.241540,0.229150,1.073718,-0.265857,-0.490228,1.459917,0.416949,1.712612,-1.707484,0.903221,-0.782458,1.086293,-1.666508,-0.453421,0.984792,0.161876,0.561619,0.260833,-0.614658,0.266946,1.822459,0.897722,1.136748,0.171111,0.846862,0.437338,-0.438358,0.972646,0.142668,-0.354713,0.500372,-0.232521,0.674455,0.412018,0.223082,0.795811,0.231232,-0.072273,0.504395,-0.634995,0.430732,0.237270,-1.477036,0.239503,-1.622015,0.391339,-2.252372,0.299970,0.847219,80.000000,0.693282,0.483207,-0.828689,0.364679,-0.136998,1278.131210,1628.201426,6.266750,-1.697516,-0.505390,-2.131855,5.422700,0.180483,2.573407,0.449818,0.067363
1.299619,0.166233,-0.523813,0.284871,-0.236400,0.062422,0.792418,0.379560,0.053674,0.782413,0.076329,0.228011,-0.307005,0.150415,0.154658,0.705145,0.786851,-0.236400,1.448896,0.330252,1.712612,-1.211450,0.903221,-0.377352,1.243067,-1.666508,-0.160954,1.377351,0.102116,0.636561,0.016865,-0.211652,0.073238,1.255994,0.426170,0.334129,0.045524,0.123416,0.302373,0.069254,0.073351,0.006064,-0.003930,0.649058,0.023015,0.674455,0.195157,0.026313,0.729408,0.241675,0.588675,0.061937,0.021686,0.192820,0.177011,-0.457328,0.077134,-1.049092,0.449146,-1.825411,0.017316,0.511171,85.000000,-0.123767,0.511304,-0.746708,0.121478,-0.355941,942.427956,1033.605019,3.497612,-1.152627,-0.457215,-1.726621,3.464349,0.128507,1.845361,0.355530,-0.136617
1.029515,0.490509,-1.279947,0.268730,1.677462,0.357141,0.792418,0.269272,0.357223,0.881344,0.217858,-0.682931,-0.318971,-0.081072,0.379144,0.758819,-1.279947,1.035268,0.903165,0.723458,1.424888,-1.434475,0.727482,-0.870144,-0.088897,-1.272407,-0.238338,0.734478,0.585243,0.548178,0.212898,-0.397215,0.112881,1.406112,0.624040,0.788520,0.155116,0.084839,0.316030,0.080212,1.029515,0.165008,-0.015280,0.396292,-0.491314,0.562463,0.502948,0.165460,0.635370,0.408167,0.165765,0.373770,-0.645415,0.187592,0.189438,-1.513524,0.169979,-1.638257,0.597717,-1.134886,0.204790,0.699462,150.000000,0.488651,0.919699,-0.695114,0.207890,0.990986,503.310241,605.432805,1.217643,-1.374046,-0.782809,-1.382747,1.237760,0.210839,1.424988,0.451810,-0.106542
2.075745,0.497292,-2.097495,0.435468,1.677462,0.632473,0.618884,0.723337,0.567803,0.496767,0.257760,-2.103870,-0.772309,0.003349,0.386099,1.223102,-1.015042,0.332334,0.871343,0.723458,1.414892,-1.338187,0.563227,-1.473392,-0.088897,-1.113578,-0.611479,0.614694,0.539593,0.572080,0.448474,-1.204614,0.222677,1.552407,1.275965,1.511598,0.282125,0.835314,0.428049,-0.455821,1.626258,0.256053,-0.289283,1.066763,-0.491314,0.514229,0.409206,0.337742,0.844462,0.210667,0.165765,0.788627,-0.978559,0.986651,0.179120,-0.762980,0.252070,-1.365481,0.804845,-0.583505,0.462658,1.386825,179.000000,0.784976,0.919699,-0.789847,0.285987,0.990986,446.157431,569.913252,1.085514,-1.644219,-0.568386,-1.220788,1.122461,0.300969,0.917110,0.371854,0.080468
2.026411,0.148816,-1.633090,0.336104,0.412155,0.447233,0.025059,0.378061,0.319963,1.150368,0.212874,-2.103870,-0.772309,-0.505807,0.190368,1.223102,0.025059,-0.506135,1.494782,0.570304,1.654463,-1.711283,0.694459,-1.473392,1.137058,-1.157640,-0.611479,0.823984,0.103615,0.644147,0.357992,-0.769494,0.626653,1.870937,0.698541,1.526825,0.308195,0.813526,0.470793,-0.370595,0.658108,0.231969,-0.289283,0.813660,-0.699736,0.572593,0.200337,0.321953,0.689547,0.327576,-0.825417,0.788627,-0.978559,0.974918,0.227745,-1.999748,0.308449,-1.848437,0.429768,-2.005546,0.500643,1.386825,73.000000,0.784976,0.502996,-0.927087,0.271378,-0.282598,1417.251194,1802.778025,7.686169,-1.749854,-1.033557,-1.866108,6.286562,0.209077,1.919497,0.306551,0.146062
