feat_19,feat_5,feat_13,feat_157,feat_244,feat_200,feat_14,feat_20,feat_197,feat_234,feat_205,feat_153,feat_158,feat_173,feat_187,feat_169,feat_16,feat_246,feat_2,feat_189,feat_4,feat_109,feat_249,feat_178,feat_3,feat_8,feat_148,feat_7,feat_225,feat_222,feat_155,feat_183,feat_139,feat_108,feat_12,feat_144,feat_180,feat_199,feat_177,feat_188,feat_21,feat_140,feat_218,feat_25,feat_233,feat_209,feat_10,feat_170,feat_242,feat_235,feat_168,feat_204,feat_138,feat_164,feat_210,feat_59,feat_175,feat_57,feat_15,feat_243,feat_145,feat_174,feat_84,feat_149,feat_219,feat_223,feat_240,feat_224,feat_86,feat_76,feat_73,feat_107,feat_193,feat_77,feat_83,feat_220,feat_78,feat_237,feat_239
1.181283,0.277872,-1.165260,0.421841,0.350789,0.314231,0.793402,0.373875,0.318773,0.213762,0.162718,-0.121270,-0.695084,0.072662,0.381294,0.761156,0.793402,-0.357600,0.283664,0.869905,0.824581,-0.728772,1.134417,-0.366548,-0.175544,-0.568144,-0.516334,0.180006,0.471330,0.424240,0.155695,-0.607025,0.542427,0.844670,0.632555,0.004742,0.070762,0.578920,0.234539,-0.384481,0.688673,0.187020,-0.502261,0.351397,-0.521931,0.103482,0.200467,0.151305,0.232769,0.162191,0.192294,0.286231,-0.199463,0.602192,0.084857,-0.916500,0.081923,-0.981705,0.637226,-0.409244,0.121956,0.460864,152.000000,0.271840,0.522834,-0.427558,0.123842,1.046198,421.031125,358.909057,0.587766,-1.158653,-0.832531,-1.354195,1.077632,0.249954,1.228499,0.447780,0.639020
0.996053,0.141775,0.190454,0.347471,0.406337,0.243622,0.823993,0.140256,0.217511,1.219599,0.276119,-0.481986,-0.577629,-0.424138,0.449768,0.631829,0.751721,-0.401571,0.228013,0.699899,-0.039934,-1.386875,0.595194,-0.392487,-0.561549,-0.932509,-0.516334,0.360053,0.138818,0.328591,0.181617,-0.534339,0.899792,1.457579,0.650072,0.218008,0.132480,0.556893,0.253181,-0.252091,0.360002,0.216179,-0.774938,0.222223,-0.314580,0.882099,0.263195,0.090055,0.333049,0.443717,0.040693,0.286231,-0.453132,0.305429,0.356701,-1.144781,0.209466,-1.424031,0.121139,-0.794943,0.173773,0.687283,121.000000,0.402323,0.424919,-0.605381,0.479086,0.029620,376.513144,379.529875,1.245491,-1.473394,-0.832531,-1.273253,1.083139,0.320908,1.239731,0.466036,0.863105
0.549784,0.156357,0.662126,0.371961,0.310710,0.084637,1.202171,0.123206,0.164933,1.161932,0.057065,-0.055091,-0.390650,0.103019,0.448193,0.591518,1.183199,-0.195609,0.145828,0.603926,0.447213,-0.950735,2.587978,-0.223624,-0.231026,-0.788106,-0.182866,0.554227,0.118246,0.416896,0.055946,-0.473617,0.233585,1.072065,0.937036,-0.346250,0.019448,0.362194,0.187006,0.393861,0.015999,0.007292,-0.755995,0.322186,-0.283805,0.817337,0.068616,0.020537,0.466808,0.384479,0.501046,-0.106033,0.187951,0.034642,0.270947,-0.784594,0.088688,-1.057484,0.175378,-1.064741,0.016455,0.578583,127.000000,-0.127343,0.424919,-0.635900,0.430416,-0.195794,302.725213,318.346563,0.757571,-1.150409,-0.479169,-1.142629,0.807065,0.264729,1.086168,0.319770,1.689310
0.998854,0.356641,-0.778607,0.327163,0.748746,0.345446,1.202171,0.209823,0.282424,1.033747,0.218388,-0.265407,-0.466077,0.005935,0.647828,0.591518,-0.778607,0.318873,0.372938,1.056687,0.676457,-1.857313,2.587978,-0.822750,-0.612022,-0.808961,-0.398184,0.549174,0.495783,0.399619,0.124226,-0.754903,0.270176,2.002123,0.875700,-0.260814,0.156394,0.270422,0.238362,0.419797,0.998854,0.347950,-1.293604,0.376457,-0.639761,0.651770,0.465600,0.160533,0.365623,0.460255,0.027739,0.358009,-1.142709,0.011299,0.292185,-1.018603,0.244289,-1.144492,0.532204,-0.867630,0.052185,1.346479,187.000000,0.538595,1.029956,-0.488634,0.513401,1.187501,340.222373,357.392710,0.606998,-1.875614,-0.680742,-1.046851,0.674944,0.408607,0.989216,0.413045,1.689310
2.346791,0.575273,-2.626324,0.452291,0.748746,0.575513,1.009545,0.876209,0.492224,1.033747,0.242938,-0.265407,-0.755719,-0.047730,0.606489,1.026819,-1.845497,-0.142690,0.608385,1.056687,1.281329,-1.959427,1.350901,-0.822750,-0.612022,-1.354144,-0.412333,0.636206,0.477526,0.589885,0.169516,-0.754903,0.641685,2.117233,1.463728,-0.260814,0.190647,1.059286,0.282208,-0.403908,2.272455,0.433927,-1.297553,1.146684,-0.639761,0.651770,0.640108,0.332506,0.376710,0.373935,0.027739,0.358009,-1.142709,0.773881,0.326717,-0.901875,0.271178,-0.951038,1.332584,-0.867630,0.093658,1.346479,153.000000,0.538595,1.029956,-0.409515,0.329783,1.222389,438.544582,338.152690,0.534355,-1.902155,-1.068335,-1.479046,1.133951,0.500858,1.431911,0.302443,0.386507
2.346791,0.210367,-2.626324,0.529477,0.214225,0.574137,-0.453912,0.529261,0.613698,0.961245,0.175730,-2.707041,-1.031047,-0.824604,0.355289,1.026819,-0.453912,-0.764805,1.260735,0.650597,1.568057,-1.412344,1.376393,-0.870733,0.810877,-1.654600,-0.995908,1.357175,0.385370,0.540224,0.406333,-1.204768,1.664965,1.637578,1.475468,0.638508,0.210913,1.059286,0.449120,-0.403908,0.792524,0.460137,-0.839579,0.224271,-0.856688,0.563523,0.212708,0.240321,0.247353,0.469563,0.062200,0.486109,-2.082181,0.773881,0.190178,-1.904431,0.334587,-1.921738,0.659826,-0.842201,0.275787,1.388192,96.000000,2.332007,0.422152,-0.877876,0.498764,0.550497,556.507177,900.303701,3.313247,-1.648964,-1.068335,-1.724791,2.285826,0.300396,1.704905,0.318234,0.497274
1.274910,0.296874,-1.020454,0.350247,-0.102775,0.270920,0.531517,0.250626,0.223206,0.961245,0.116708,0.066684,-0.483783,-0.112043,0.311499,0.697224,0.531517,-0.596571,1.207299,0.439080,1.568057,-1.179875,1.376393,-0.505098,0.702242,-1.654600,-0.186321,1.247666,0.130741,0.593161,0.033291,-0.648947,0.363036,1.204524,0.425812,-0.140596,0.043942,0.461820,0.318665,0.242930,0.383745,0.028439,-0.839579,0.578919,-0.443463,0.563523,0.363816,0.105107,0.506137,0.368011,0.062200,0.486109,0.144965,0.136634,0.132340,-0.476383,0.146632,-1.290397,0.477716,-0.842201,0.031547,1.215123,97.000000,-0.001880,0.421264,-0.866591,0.409901,-0.405439,496.609975,752.960507,2.874555,-1.161162,-0.650407,-1.606616,1.941278,0.284339,1.546460,0.333610,0.081605
0.814728,0.574267,-0.753648,0.278975,0.642154,0.302792,0.663209,0.193592,0.257296,0.840040,0.131501,-0.195554,-0.557529,0.014003,0.495279,0.603119,-0.753648,-0.053282,0.688686,0.979698,1.331166,-1.326082,3.050950,-0.709003,-0.691458,-1.413946,-0.286209,0.781392,0.534262,0.501195,0.106787,-0.434095,0.225336,1.454242,0.418121,-0.028870,0.128747,0.329082,0.289700,0.242930,0.814728,0.283103,-0.266469,0.427065,-0.695505,0.274157,0.848989,0.137600,0.316482,0.410502,0.164358,0.221855,-0.811468,0.040580,0.140396,-1.282071,0.205802,-1.591662,0.341502,-0.599705,0.075537,1.117830,128.000000,0.146856,0.463226,-0.670756,0.486582,1.018343,439.436969,492.604616,1.053732,-1.570627,-0.650407,-1.570775,1.199304,0.191132,1.600388,0.361432,1.460495
2.208773,0.640629,-2.485784,0.448108,0.642154,0.491975,0.663209,0.817938,0.424042,0.703344,0.173692,-0.195554,-0.790031,0.014003,0.537492,0.987543,-1.864703,-0.052420,0.607405,0.981626,1.417416,-1.636603,0.771740,-0.709003,-0.691458,-1.478130,-0.580289,0.656563,0.503287,0.578182,0.165130,-0.687124,0.606248,1.853346,1.353875,-0.028870,0.163978,0.891068,0.293988,-0.356973,2.167039,0.358981,-0.508311,0.844269,-0.695505,0.252405,0.801438,0.300415,0.214225,0.384909,0.164358,0.221855,-0.811468,0.795455,0.140330,-0.834245,0.224330,-1.204846,1.235176,-0.095733,0.107386,1.117830,146.000000,0.146856,0.463226,-0.404638,0.439189,1.224295,415.544870,368.234376,0.645257,-1.774870,-0.975250,-1.495296,1.069587,0.297917,1.373493,0.357189,0.768488
2.208773,0.174968,-2.485784,0.518983,0.247731,0.509489,-0.250076,0.495941,0.507592,1.137938,0.139451,-3.488334,-1.127097,-0.442954,0.304087,1.154471,-0.250076,-0.706018,1.200921,0.611972,1.417416,-1.612090,1.062566,-1.109965,0.771069,-1.713319,-1.178646,1.351664,0.427556,0.554987,0.420779,-1.156683,0.908948,1.818771,1.354966,0.488752,0.223091,0.891068,0.447811,-0.356973,0.818374,0.422009,-0.657748,0.207770,-0.541307,0.507697,0.240138,0.259263,0.267551,0.451773,-0.022609,0.377517,-2.401262,0.795455,0.199569,-1.770355,0.221356,-1.812044,0.716673,-0.808502,0.287332,1.315128,101.000000,2.250685,0.302001,-1.124466,0.532922,0.520865,495.844504,827.760381,3.105252,-1.734623,-0.977116,-1.630813,1.775347,0.247197,1.623620,0.391031,0.524381
1.210062,0.202574,-0.826523,0.367774,-0.361859,0.116394,0.736440,0.227074,0.148389,1.137938,0.057351,0.040907,-0.452163,0.164361,0.293850,0.603445,0.736440,-0.631040,1.021883,0.528232,1.333069,-1.176169,1.275774,-0.456748,0.732761,-1.713319,-0.198832,1.344594,0.144171,0.588699,0.068116,-0.497214,0.288538,1.301932,0.466012,-0.369649,0.048747,0.283409,0.289656,0.164569,0.434062,0.022214,-0.384505,0.514638,-0.243890,0.507697,0.171657,0.037893,0.637173,0.327524,0.423372,-0.005783,0.143631,0.118642,0.213385,-0.737453,0.107470,-1.382201,0.505086,-0.975362,0.017559,0.583091,99.000000,-0.100588,0.471259,-1.052882,0.439062,-0.369872,397.023909,464.518563,1.475497,-1.290087,-0.825568,-1.415989,1.282088,0.243975,1.356323,0.283661,0.285649
0.891942,0.584540,-0.932806,0.285501,0.606297,0.239659,0.744453,0.168849,0.207481,0.550422,0.156026,-0.094563,-0.568895,0.045527,0.547549,0.587489,-0.932806,0.606297,0.649269,1.090486,0.962748,-1.982712,1.842479,-0.740445,-0.772349,-1.346431,-0.364020,0.961685,0.518686,0.453734,0.149266,-0.501812,0.249091,2.139180,0.559066,-0.063934,0.132884,0.283409,0.287131,0.164569,0.891942,0.322231,-0.526258,0.401734,-0.905598,0.461884,0.964495,0.116957,0.419819,0.378533,0.192458,0.179801,-0.862379,0.028016,0.188162,-1.136831,0.237637,-1.473573,0.405704,-0.791014,0.084771,1.206485,153.000000,0.060437,0.655532,-0.743341,0.463557,0.932078,401.618142,422.365195,0.805054,-1.947910,-0.821510,-1.328573,0.955128,0.285701,1.296145,0.358651,0.898597
2.396284,0.713237,-2.706584,0.524254,0.742093,0.536147,0.625655,0.844365,0.478623,0.546815,0.173132,-0.094563,-0.821013,0.008840,0.580938,0.941794,-1.291035,-0.096011,0.672582,1.090486,1.267786,-1.725905,0.995456,-0.851056,-0.772349,-1.559587,-0.460793,0.929096,0.508740,0.616689,0.151019,-0.820552,0.630086,1.970900,1.524525,-0.063934,0.208351,1.085546,0.317735,-0.575221,2.192507,0.423230,-0.562787,0.924425,-0.905598,0.461884,1.010561,0.267912,0.313979,0.303276,0.192458,0.179801,-0.862379,0.849102,0.203911,-0.943683,0.260632,-1.128370,1.162139,-0.471198,0.153233,1.206485,165.000000,0.107810,0.655532,-0.448413,0.409059,1.279248,457.488532,366.868871,0.638798,-1.866637,-1.295374,-1.533040,1.189432,0.380378,1.373631,0.338463,0.483363
2.396284,0.292460,-2.236266,0.454841,0.056052,0.506612,-0.086326,0.536656,0.517527,1.712480,0.278296,-3.438106,-1.188429,-0.977254,0.404177,1.203622,-0.086326,-0.548228,0.845201,0.681832,1.267786,-0.961570,1.586877,-0.866043,0.161495,-1.559587,-0.904833,0.998336,0.249533,0.576863,0.456011,-1.251775,1.679850,1.272307,0.836302,1.652397,0.249090,1.031213,0.465841,-0.575221,0.750560,0.488857,-1.801812,0.403893,-0.575094,1.532158,0.477330,0.373833,0.309191,0.554014,-1.544565,1.174611,-2.691808,0.733600,0.312015,-1.938713,0.340784,-1.862123,0.556510,-0.993252,0.400317,1.618198,84.000000,2.156833,0.460203,-1.178093,0.762289,-0.075893,560.400708,721.647616,2.703018,-1.508414,-1.346190,-1.777313,2.099698,0.425806,1.889042,0.567339,0.979047
0.930432,0.094918,-0.294966,0.354860,0.051036,0.128799,0.914189,0.403600,0.163749,1.063600,0.051231,0.083160,-0.369780,0.234444,0.370202,0.622672,0.914142,0.026340,0.758724,0.551381,0.944452,-1.294231,1.086527,-0.306479,0.639131,-0.984461,-0.179521,0.449141,0.100760,0.562277,0.029909,-0.542314,0.218280,1.386405,0.478601,-0.366890,0.022112,0.470790,0.262809,0.240023,-0.471122,0.008164,-0.335418,0.505192,-0.219044,0.345275,0.322104,0.023143,0.307534,0.259973,0.488696,-0.105503,0.179573,0.023096,0.161598,-1.206983,0.098722,-1.465378,0.401418,-0.810224,0.010958,0.746728,101.000000,-0.139726,0.460203,-0.717456,0.304321,-0.302108,380.910907,404.851219,1.327303,-1.252559,-0.495328,-1.465752,1.322518,0.194858,1.384567,0.228712,0.718752
0.371604,0.270719,-1.043836,0.278252,0.994650,0.126405,0.914189,0.332655,0.114545,0.772588,0.139366,0.039398,-0.858152,0.133706,0.586453,0.880748,-1.043836,-0.083622,0.602643,0.863193,0.848424,-1.286430,1.370747,-0.522253,-0.087244,-0.286334,-0.199793,0.201554,0.454768,0.399565,0.072827,-0.412068,0.418050,1.428899,0.677222,-0.047392,0.058016,0.260803,0.267900,0.240023,0.371604,0.106150,-0.466475,0.283425,-0.417495,0.459905,0.317296,0.137119,0.314677,0.328786,0.245362,0.041082,-0.230881,-0.001424,0.186313,-1.128089,0.100277,-1.331998,0.628107,-0.437694,0.056887,0.719094,144.000000,0.470128,0.961591,-0.675751,0.319718,0.746526,377.369114,376.164510,0.725019,-1.427998,-0.869618,-1.289897,0.879168,0.336171,1.234782,0.316460,0.795678
0.664120,0.308056,-1.077455,0.486973,0.382427,0.326394,0.749947,0.364681,0.276555,0.693412,0.211877,-1.231558,-0.954081,-0.122218,0.441309,0.880748,0.749947,-0.490911,0.494446,0.863193,0.878886,-1.421509,1.370747,-0.758310,-0.087244,-1.531325,-0.913207,0.706239,0.420897,0.386023,0.264167,-1.050074,0.935548,1.562746,0.591693,0.042344,0.195921,0.653182,0.361345,-0.535880,-0.079363,0.306418,-0.466475,0.367085,-0.654312,0.497900,0.732067,0.197936,0.149763,0.302989,0.025950,0.162466,-0.843890,0.669441,0.188421,-1.394282,0.182103,-1.603719,0.619862,-0.490911,0.226814,0.719131,144.000000,1.362600,0.961591,-0.581296,0.268087,0.746526,530.001741,717.592661,2.044991,-1.456437,-1.430287,-1.550394,1.406664,0.397019,1.542714,0.282682,0.586117
0.217354,0.084596,0.536593,0.355034,0.159673,0.286972,1.254721,0.255487,0.241928,0.693412,0.064547,-1.231558,-0.639420,-0.081307,0.334554,0.660707,1.254721,-0.249856,0.143479,0.477857,0.430767,-1.161629,0.720588,-0.582861,0.044160,-1.035875,-0.386167,0.709883,0.117879,0.335769,0.215954,-0.625959,0.935548,1.326284,0.998459,0.042344,0.075358,0.653182,0.205683,0.254475,-0.665466,0.182169,-0.411727,0.440469,-0.343569,0.497900,0.083712,0.094337,0.288936,0.199166,0.025950,-0.095428,-0.843890,0.332788,0.135812,-1.387540,0.090439,-1.491973,0.218951,-0.565466,0.171567,0.515628,94.000000,1.362600,0.291700,-0.589809,0.113656,-0.062714,643.601341,871.435133,3.263534,-1.263966,-0.563489,-1.232664,2.126829,0.137544,1.063800,0.509686,0.696163
-0.600095,0.041477,1.218632,0.366734,0.141862,0.037916,1.290691,0.044096,0.172144,0.338704,0.023137,0.023485,-0.372907,0.239351,0.418098,0.566221,1.218632,0.141862,0.168970,0.477857,0.295765,-1.177240,0.697457,-0.217034,0.074230,-0.774746,-0.167204,0.563940,0.086762,0.145649,0.029235,-0.364658,0.215384,1.315428,1.271332,-0.380684,0.009087,0.232879,0.199078,0.380408,-0.600095,0.003422,-0.003606,0.069846,-0.025108,0.086867,0.076982,0.008971,0.186441,0.095975,0.520984,-0.326902,0.199888,0.030975,0.044516,-1.047211,0.017018,-1.236908,0.018692,-0.294993,0.006004,0.316489,138.000000,-0.145215,0.231976,-0.217565,0.088551,0.102431,412.014405,428.975303,1.396891,-1.126077,-0.576209,-1.343048,1.154837,0.065202,1.424846,0.501580,0.664382
0.517987,0.220542,0.112967,0.370657,1.570840,0.103500,1.290691,0.430510,0.165360,0.151271,0.044558,0.105075,-0.588775,-0.022417,0.430367,0.670271,0.112967,1.570840,0.379479,0.535265,0.969748,-1.254942,1.057239,-0.463830,0.142009,-0.913306,-0.188733,0.517135,0.172478,0.172447,0.153642,-0.364658,0.233808,1.290746,0.939692,-0.370596,0.061245,0.840677,0.239716,0.064973,0.517987,0.041578,-0.439358,0.600210,-0.570289,0.052022,0.147980,0.025873,0.490980,0.240230,0.441949,-0.243859,-0.019436,0.059721,0.220177,-0.789266,0.077669,-0.813082,0.398367,-0.251348,0.045097,0.494138,209.000000,0.014924,0.495567,-0.156997,0.139564,0.436839,349.579330,329.581941,0.564261,-1.340491,-0.582865,-0.997196,0.618252,0.226369,1.018351,0.351856,0.602742
0.577867,0.354649,-0.275942,0.455744,1.948934,0.115724,1.218632,0.353866,0.190473,0.089399,0.057107,0.105075,-0.748418,-0.022417,0.412993,0.670271,-0.200414,1.948934,0.814385,0.535265,1.232803,-1.419988,1.057239,-0.463830,0.291767,-2.209485,-0.604067,1.043426,0.139272,0.162126,0.247354,-0.261135,0.486471,1.487524,0.460386,-0.076578,0.067130,0.840677,0.280681,0.064973,0.054184,0.097833,-0.439358,0.442300,-1.104011,0.445019,0.689506,0.042446,1.123707,0.233133,0.441949,-0.243859,-0.047254,0.059721,0.313930,-0.906658,0.099424,-1.063078,0.495191,0.039997,0.115521,0.494138,179.000000,0.014924,0.495567,-0.150180,0.126079,0.436839,375.182842,350.294818,0.626238,-1.446436,-0.582865,-1.173931,0.774387,0.254107,1.139085,0.260449,0.532035
0.577867,0.278303,-0.275942,0.431517,2.789843,0.159244,0.502381,0.257354,0.187782,0.382277,0.095391,-0.189359,-0.730626,0.077051,0.328300,0.628382,0.502381,2.789843,0.926329,0.402571,1.232803,-1.298638,2.269985,-0.638845,0.506595,-2.209485,-0.618557,1.248093,0.190326,0.208716,0.251877,-0.634150,0.519532,1.399041,0.203335,0.854368,0.076882,0.432111,0.284148,0.236438,-0.142658,0.212285,-0.981058,0.219805,-1.104011,0.710072,0.695941,0.054673,1.946118,0.395912,0.413380,-0.145842,-1.316637,0.405685,0.435486,-1.274980,0.144252,-1.482835,0.241370,0.039997,0.236663,0.859429,100.000000,1.922030,0.480737,-0.525301,0.349967,0.172732,513.434034,329.368177,0.926292,-1.296896,-0.112888,-1.593741,1.751058,0.291114,1.609620,0.329165,0.911100
0.107917,0.154325,-0.053308,0.367810,3.486495,0.138320,0.794595,0.080601,0.158175,0.543029,0.064012,0.096727,-0.407234,0.077051,0.278953,0.613210,0.794595,3.476294,0.495690,0.378030,0.774202,-1.168828,2.269985,-0.638845,0.284161,-1.078282,-0.221448,0.476938,0.170402,0.187062,0.099949,-0.634150,0.296753,1.296709,0.453672,-0.097561,0.060604,0.432111,0.261302,0.192500,0.096597,0.061038,-1.037925,0.182121,-0.874535,0.710072,0.137308,0.035771,2.795378,0.399201,0.413380,-0.145842,-0.291135,0.251307,0.360918,-1.407132,0.106200,-1.537518,0.259950,1.736722,0.116445,0.684576,88.000000,0.022873,0.177779,-0.525301,0.361875,0.095614,691.551514,373.506374,1.108443,-1.228987,-0.757346,-1.683585,2.550492,0.309188,1.710909,0.285123,0.911100
