label,trial,gait
idle,1,3.503972e+01
idle,1,6.001765e+01
idle,1,8.508385e+01
walk-stairascent,1,1.010101e+01
walk-stairascent,1,3.505051e+01
walk-stairascent,1,6.010101e+01
walk-stairascent,1,8.505051e+01
stairascent,1,1.001927e+01
stairascent,1,3.506744e+01
stairascent,1,6.001927e+01
stairascent,1,8.506744e+01
stairascent-walk,1,1.007137e+01
stairascent-walk,1,3.505155e+01
stairascent-walk,1,6.003172e+01
stairascent-walk,1,8.501190e+01
idle,1,1.008729e+01
idle,1,3.501455e+01
idle,1,6.003880e+01
idle,1,8.506305e+01
idle,1,1.000764e+01
idle,1,3.506494e+01
idle,1,6.004584e+01
idle,1,8.502674e+01
idle,1,1.000910e+01
idle,1,3.503185e+01
idle,1,6.005460e+01
idle,1,8.507734e+01
walk-stairdescent,1,1.006224e+01
walk-stairdescent,1,3.506224e+01
walk-stairdescent,1,6.006224e+01
walk-stairdescent,1,8.506224e+01
stairdescent,1,1.002088e+01
stairdescent,1,3.507307e+01
stairdescent,1,6.002088e+01
stairdescent,1,8.507307e+01
stairdescent-walk,1,1.008483e+01
stairdescent-walk,1,3.506126e+01
stairdescent-walk,1,6.003770e+01
stairdescent-walk,1,8.501414e+01
idle,1,1.002179e+01
idle,1,3.507625e+01
idle,1,6.013072e+01
idle,1,8.518519e+01
idle,2,3.509108e+01
idle,2,6.001918e+01
idle,2,8.504314e+01
walk-stairascent,2,1.008326e+01
walk-stairascent,2,3.506013e+01
walk-stairascent,2,6.003700e+01
walk-stairascent,2,8.501388e+01
stairascent,2,1.004608e+01
stairascent,2,3.502304e+01
stairascent,2,6.009217e+01
stairascent,2,8.506912e+01
stairascent-walk,2,1.002261e+01
stairascent-walk,2,3.504145e+01
stairascent-walk,2,6.006029e+01
stairascent-walk,2,8.500377e+01
idle,2,1.008326e+01
idle,2,3.506013e+01
idle,2,6.003700e+01
idle,2,8.501388e+01
idle,2,1.002486e+01
idle,2,3.504557e+01
idle,2,6.006628e+01
idle,2,8.500414e+01
idle,2,1.000886e+01
idle,2,3.507529e+01
idle,2,6.005314e+01
idle,2,8.503100e+01
walk-stairdescent,2,1.009091e+01
walk-stairdescent,2,3.509091e+01
walk-stairdescent,2,6.009091e+01
walk-stairdescent,2,8.509091e+01
stairdescent,2,1.002979e+01
stairdescent,2,3.505462e+01
stairdescent,2,6.007944e+01
stairdescent,2,8.500497e+01
stairdescent-walk,2,1.005386e+01
stairdescent-walk,2,3.500898e+01
stairdescent-walk,2,6.005386e+01
stairdescent-walk,2,8.500898e+01
idle,2,1.010101e+01
idle,2,3.515152e+01
idle,2,6.020202e+01
idle,2,8.505051e+01
idle,3,3.502871e+01
idle,3,6.004922e+01
idle,3,8.506973e+01
walk-stairascent,3,1.008929e+01
walk-stairascent,3,3.508929e+01
walk-stairascent,3,6.008929e+01
walk-stairascent,3,8.508929e+01
stairascent,3,1.008850e+01
stairascent,3,3.504425e+01
stairascent,3,6.008850e+01
stairascent,3,8.504425e+01
stairascent-walk,3,1.001541e+01
stairascent-walk,3,3.505393e+01
stairascent-walk,3,6.001541e+01
stairascent-walk,3,8.505393e+01
idle,3,1.006346e+01
idle,3,3.508613e+01
idle,3,6.001813e+01
idle,3,8.504080e+01
idle,3,1.003484e+01
idle,3,3.505226e+01
idle,3,6.006969e+01
idle,3,8.501742e+01
idle,3,1.005199e+01
idle,3,3.500867e+01
idle,3,6.005199e+01
idle,3,8.500867e+01
walk-stairdescent,3,1.001855e+01
walk-stairdescent,3,3.506494e+01
walk-stairdescent,3,6.001855e+01
walk-stairdescent,3,8.506494e+01
stairdescent,3,1.007828e+01
stairdescent,3,3.502935e+01
stairdescent,3,6.007828e+01
stairdescent,3,8.502935e+01
stairdescent-walk,3,1.002639e+01
stairdescent-walk,3,3.500440e+01
stairdescent-walk,3,6.007036e+01
stairdescent-walk,3,8.504837e+01
idle,3,1.004274e+01
idle,3,3.504274e+01
idle,3,6.004274e+01
idle,3,8.504274e+01
idle,4,3.506276e+01
idle,4,6.008368e+01
idle,4,8.502092e+01
walk-stairascent,4,1.002760e+01
walk-stairascent,4,3.505060e+01
walk-stairascent,4,6.007360e+01
walk-stairascent,4,8.500460e+01
stairascent,4,1.009091e+01
stairascent,4,3.509091e+01
stairascent,4,6.009091e+01
stairascent,4,8.509091e+01
stairascent-walk,4,1.003953e+01
stairascent-walk,4,3.501976e+01
stairascent-walk,4,6.007905e+01
stairascent-walk,4,8.505929e+01
idle,4,1.001590e+01
idle,4,3.505564e+01
idle,4,6.001590e+01
idle,4,8.505564e+01
idle,4,1.012312e+01
idle,4,3.502052e+01
idle,4,6.005472e+01
idle,4,8.508892e+01
idle,4,1.008403e+01
idle,4,3.508403e+01
idle,4,6.008403e+01
idle,4,8.508403e+01
idle,4,1.000886e+01
idle,4,3.507529e+01
idle,4,6.005314e+01
idle,4,8.503100e+01
walk-stairdescent,4,1.003071e+01
walk-stairdescent,4,3.500512e+01
walk-stairdescent,4,6.008188e+01
walk-stairdescent,4,8.505629e+01
stairdescent,4,1.007049e+01
stairdescent,4,3.504532e+01
stairdescent,4,6.002014e+01
stairdescent,4,8.509567e+01
stairdescent-walk,4,1.001773e+01
stairdescent-walk,4,3.501773e+01
stairdescent-walk,4,6.001773e+01
stairdescent-walk,4,8.501773e+01
idle,4,1.001855e+01
idle,4,3.506494e+01
idle,4,6.011132e+01
idle,4,8.515770e+01
idle,5,3.507341e+01
idle,5,6.003263e+01
idle,5,8.507341e+01
walk-stairascent,5,1.008174e+01
walk-stairascent,5,3.505904e+01
walk-stairascent,5,6.003633e+01
walk-stairascent,5,8.501362e+01
stairascent,5,1.004525e+01
stairascent,5,3.502262e+01
stairascent,5,6.009050e+01
stairascent,5,8.506787e+01
stairascent-walk,5,1.005499e+01
stairascent-walk,5,3.503535e+01
stairascent-walk,5,6.001571e+01
stairascent-walk,5,8.507463e+01
idle,5,1.005338e+01
idle,5,3.505338e+01
idle,5,6.005338e+01
idle,5,8.505338e+01
idle,5,1.005245e+01
idle,5,3.505245e+01
idle,5,6.005245e+01
idle,5,8.505245e+01
idle,5,1.005747e+01
idle,5,3.505747e+01
idle,5,6.005747e+01
idle,5,8.505747e+01
walk-stairdescent,5,1.009524e+01
walk-stairdescent,5,3.504762e+01
walk-stairdescent,5,6.009524e+01
walk-stairdescent,5,8.504762e+01
stairdescent,5,1.001855e+01
stairdescent,5,3.506494e+01
stairdescent,5,6.001855e+01
stairdescent,5,8.506494e+01
stairdescent-walk,5,1.000962e+01
stairdescent-walk,5,3.503369e+01
stairdescent-walk,5,6.005775e+01
stairdescent-walk,5,8.508181e+01
idle,5,1.001757e+01
idle,5,3.514938e+01
idle,5,6.010545e+01
idle,5,8.506151e+01
idle,1,6.005326e+01
idle,1,8.508655e+01
walk-stairascent,1,1.006289e+01
walk-stairascent,1,3.504043e+01
