feat_19,feat_5,feat_13,feat_157,feat_244,feat_200,feat_14,feat_20,feat_197,feat_234,feat_205,feat_153,feat_158,feat_173,feat_187,feat_169,feat_16,feat_246,feat_2,feat_189,feat_4,feat_109,feat_249,feat_178,feat_3,feat_8,feat_148,feat_7,feat_225,feat_222,feat_155,feat_183,feat_139,feat_108,feat_12,feat_144,feat_180,feat_199,feat_177,feat_188,feat_21,feat_140,feat_218,feat_25,feat_233,feat_209,feat_10,feat_170,feat_242,feat_235,feat_168,feat_204,feat_138,feat_164,feat_210,feat_59,feat_175,feat_57,feat_15,feat_243,feat_145,feat_174,feat_84,feat_149,feat_219,feat_223,feat_240,feat_224,feat_86,feat_76,feat_73,feat_107,feat_193,feat_77,feat_83,feat_220,feat_78,feat_237,feat_239
1.586988,0.396879,-0.712829,0.281960,0.721442,0.221700,0.324823,0.490416,0.279236,-0.145937,0.145686,-0.175310,-0.445797,-0.516736,0.230749,0.761328,-0.408799,-0.071921,0.489530,0.644964,0.724326,-1.077717,1.290717,-0.167055,-0.542801,-1.827099,-0.171684,1.427159,0.282261,0.266603,0.268235,-0.411778,0.171375,1.052323,0.490156,0.501626,0.077052,0.587867,0.077198,-0.015774,1.552904,0.083473,0.227024,0.088216,-0.500337,-0.117418,0.341457,0.093814,0.295870,0.083703,0.360965,0.126525,-0.109038,0.732338,0.199270,-1.290304,0.162333,-1.244767,0.242725,-0.125235,0.165112,0.112466,114.000000,0.250670,1.052095,-0.319265,0.192305,0.612954,452.526858,287.753216,0.510060,-1.101478,-0.597839,-1.574576,1.132306,0.245281,1.815423,1.182188,1.532010
1.586886,0.213669,-0.444327,0.347913,0.666044,0.504275,0.384351,0.366361,0.396604,1.079603,0.251190,-0.743640,-0.554720,-0.618473,0.337894,1.080915,0.384351,-0.470561,0.330638,0.544665,0.172098,-1.113069,1.107836,-0.180715,-0.542801,-1.284960,-0.082919,0.949946,0.083775,0.453394,0.199262,-0.249968,0.129508,1.167566,0.194962,0.363006,0.095517,1.295011,0.062647,0.205854,0.408550,0.060101,-0.624543,0.191217,-0.777164,0.424488,0.167476,0.298744,0.190751,0.342005,-0.846049,0.343355,-0.267523,0.429027,0.289250,-1.645636,0.117570,-1.678426,0.223874,-0.470561,0.119679,0.369887,105.000000,0.437876,0.385873,-0.605918,0.370252,-0.263882,635.154078,408.665542,1.303261,-1.154794,-0.147609,-1.818004,2.093649,0.248645,2.107988,1.034755,1.402859
0.523796,0.132520,0.135349,0.303397,0.884906,0.376014,0.882899,0.300459,0.246117,1.100867,0.187229,0.210707,-0.322549,-0.364445,0.352161,0.977565,0.873734,0.884906,0.316226,0.510795,0.659633,-0.909983,1.377590,-0.093230,0.064457,-1.790291,0.071148,1.352295,0.070168,0.561508,0.050009,-0.206828,0.063374,1.079037,0.565490,0.081319,0.038922,1.295011,0.037422,0.246085,-0.469085,0.005943,-0.608414,0.104079,-0.426908,0.792068,0.171683,0.092445,0.325766,0.329071,0.282411,-0.035781,0.028117,0.181647,0.252378,-1.126787,0.108674,-1.217177,0.234258,-0.554057,0.030372,0.145751,96.000000,0.095871,0.661873,-0.705558,0.221974,-0.409969,641.417250,365.920866,1.213901,-0.914220,-0.204326,-1.542727,2.028950,0.237277,1.765983,0.746701,1.259685
0.385998,0.520028,-1.411822,0.281251,1.065422,0.409001,0.895010,0.304380,0.391787,0.347368,0.254924,-0.256025,-0.352519,-0.387773,0.600620,0.671044,-1.411822,0.185492,0.557005,1.146647,0.902347,-1.278557,1.377590,-0.687369,-0.769130,-1.833044,-0.135177,1.238314,0.615166,0.534714,0.241686,-0.417796,0.079533,1.435887,0.732148,1.125535,0.220069,0.225685,0.140885,0.258577,0.385998,0.252636,0.216809,0.612158,-0.703149,0.482105,0.508329,0.272379,0.561433,0.261742,-0.227648,0.342561,-0.779543,0.247751,0.305448,-1.212712,0.298450,-1.279466,0.587963,-0.068815,0.215663,1.227443,124.000000,0.399679,1.086814,-0.633083,0.534829,1.362320,646.855375,332.568797,0.707521,-1.664389,-0.776899,-1.622988,1.820910,0.192201,1.609925,0.759488,1.621085
2.518274,0.653994,-2.443321,0.505235,0.775745,0.761309,0.795445,1.283641,0.708480,0.347368,0.242975,-0.256025,-0.930053,-0.581106,0.584543,1.220760,-1.395186,0.250084,0.677895,1.146647,1.254649,-1.498682,1.539550,-0.823052,-0.769130,-2.138959,-0.379381,1.182982,0.577781,0.592892,0.233071,-0.417796,0.428433,1.704463,1.455816,1.125535,0.327538,1.051318,0.270470,-0.579053,2.404178,0.339975,-0.046007,0.622803,-0.703149,0.482105,0.582066,0.510975,0.269637,0.281291,-0.227648,0.342561,-0.779543,0.820851,0.308576,-1.204413,0.368262,-1.238827,1.177137,-0.175657,0.273348,1.227443,96.000000,0.399679,1.183425,-0.539462,0.377647,1.364592,613.581430,293.364983,0.611803,-1.746804,-0.776899,-2.003951,1.886912,0.300251,2.386864,0.605270,1.001348
2.518274,0.139685,-2.389294,0.490782,0.556845,0.592176,-0.242979,0.569218,0.567605,1.559636,0.231414,-0.998442,-0.930053,-1.016606,0.332112,1.173233,-0.242979,0.281304,1.310290,0.500029,1.509300,-1.508813,1.050339,-1.244102,1.038142,-2.593491,-1.129759,2.157841,0.284244,0.597205,0.205447,-0.349810,0.343448,1.713679,1.135530,0.997839,0.315808,1.051318,0.373244,-0.579053,0.656315,0.269811,-0.965149,0.315223,-0.875696,0.244428,0.284806,0.253150,0.225878,0.627485,0.266393,0.570058,-1.225517,0.787226,0.240052,-1.943778,0.335922,-1.840344,0.600604,-0.680522,0.310645,0.738661,89.000000,1.768676,1.100985,-0.981095,0.509459,0.176027,1022.297853,971.825355,3.652326,-1.587591,-0.378752,-1.867108,3.099565,0.577074,2.561221,0.758049,1.436155
1.405956,0.333016,-0.697079,0.306386,0.530804,0.245383,0.700228,0.472490,0.213164,1.559636,0.082497,0.142485,-0.331716,-0.909155,0.208979,0.693206,0.700228,0.510805,1.000489,0.385812,1.505806,-1.108563,1.448854,-0.254017,0.643352,-2.593491,0.067328,1.978644,0.119595,0.679155,0.039553,-0.330077,0.132379,1.256588,0.438761,0.135486,0.085421,0.513149,0.076996,0.077591,-0.176075,0.011153,-0.349774,0.148713,-0.574123,0.244428,0.352842,0.035552,0.219079,0.492444,0.499188,-0.056795,0.008565,0.198326,0.163374,-1.232522,0.182566,-1.620896,0.455567,-0.680522,0.030134,0.316051,102.000000,0.115873,0.964569,-0.846861,0.367799,-0.437596,514.379753,710.528428,2.503570,-1.149752,-0.202463,-1.370143,1.692368,0.295345,1.418722,0.760033,1.187951
0.624534,0.282680,-1.064023,0.262596,0.770048,0.495628,0.959878,0.328872,0.335049,0.395913,0.432752,-0.396662,-0.317005,-0.403700,0.501235,0.654932,-1.064023,0.730786,0.543748,1.368571,0.917257,-1.269190,1.458568,-0.692296,-0.168197,-1.864616,-0.282928,1.177702,0.606746,0.599037,0.431690,-0.355705,0.132379,1.345011,0.640806,1.068178,0.208576,0.416412,0.130530,0.103105,0.624534,0.245192,-1.045583,0.283077,-1.013144,0.790599,0.599009,0.289356,0.352580,0.359990,-0.494578,1.106259,-0.771734,0.184170,0.467696,-1.322546,0.188157,-1.331365,0.474333,-0.258725,0.214987,0.693725,119.000000,0.480491,2.013838,-0.802259,0.488722,1.181581,478.449161,485.847450,1.104054,-1.386712,-1.256973,-1.609265,1.534677,0.462808,1.311254,0.674063,1.480544
2.517168,0.487681,-2.556539,0.443853,0.819000,0.743773,0.959878,1.182596,0.648176,0.234984,0.488518,-0.396662,-0.926610,-0.777856,0.648830,1.216183,-1.405157,0.740135,0.631625,1.368571,1.337463,-1.375041,1.458568,-0.786228,-0.168197,-2.221092,-0.301543,1.056673,0.556960,0.580788,0.464452,-0.387831,0.467817,1.517847,1.490996,1.068178,0.345214,1.062504,0.288949,-0.644346,2.344955,0.354812,-1.362423,0.333920,-1.013144,0.790599,0.727404,0.495180,0.541066,0.295007,-0.494578,1.106259,-0.771734,0.950324,0.503657,-1.192946,0.319901,-1.184114,1.279766,0.150574,0.334495,0.693725,84.000000,0.540477,2.013838,-0.509221,0.335991,1.459560,794.769855,328.329248,0.682022,-1.506840,-1.256973,-1.795874,2.572151,0.753879,1.997969,0.446243,0.883922
2.517168,0.145962,-2.485742,0.502377,0.890941,0.590947,-0.142194,0.570996,0.544316,0.851270,0.325678,-1.091957,-0.926610,-1.068257,0.347229,1.238670,-0.142194,0.078127,1.406519,0.570131,1.626778,-1.367850,1.493258,-1.431632,1.191441,-2.777560,-0.581782,2.341229,0.257201,0.574880,0.292095,-0.608721,0.680602,1.578405,1.100473,0.853998,0.383273,1.062504,0.418219,-0.644346,0.679529,0.315372,-1.231373,0.162686,-0.845008,0.593743,0.236648,0.266074,0.390396,0.398231,-0.008211,1.056164,-1.234318,0.501635,0.436119,-1.799820,0.307282,-1.662244,0.631012,-0.693601,0.279536,0.098493,76.000000,0.485544,1.237761,-0.941964,0.374905,0.142024,758.985140,918.155951,3.261483,-1.583067,-0.646567,-1.526873,2.590926,0.663101,1.585059,0.404576,0.893552
