feat_19,feat_5,feat_13,feat_157,feat_244,feat_200,feat_14,feat_20,feat_197,feat_234,feat_205,feat_153,feat_158,feat_173,feat_187,feat_169,feat_16,feat_246,feat_2,feat_189,feat_4,feat_109,feat_249,feat_178,feat_3,feat_8,feat_148,feat_7,feat_225,feat_222,feat_155,feat_183,feat_139,feat_108,feat_12,feat_144,feat_180,feat_199,feat_177,feat_188,feat_21,feat_140,feat_218,feat_25,feat_233,feat_209,feat_10,feat_170,feat_242,feat_235,feat_168,feat_204,feat_138,feat_164,feat_210,feat_59,feat_175,feat_57,feat_15,feat_243,feat_145,feat_174,feat_84,feat_149,feat_219,feat_223,feat_240,feat_224,feat_86,feat_76,feat_73,feat_107,feat_193,feat_77,feat_83,feat_220,feat_78,feat_237,feat_239
0.570508,0.128580,-0.886795,0.323438,0.417679,0.113333,0.359098,0.253699,0.135228,0.048313,0.106797,-0.225861,-0.425370,-0.397444,0.146083,0.786706,0.359098,-0.046774,0.134234,0.442437,0.261899,-0.908634,0.889078,-0.074235,-0.216437,0.300887,-0.106065,0.513013,0.214115,0.185714,0.167240,-0.103347,-0.057428,0.967352,0.520962,0.352396,0.033670,0.381343,0.052115,-0.164617,0.346248,0.040365,0.034999,0.212858,-0.242653,-0.096122,0.132105,0.052757,0.159963,0.078155,0.620240,0.088048,-0.289351,0.797702,0.090630,-0.527220,0.036526,-0.945548,0.392498,-0.323350,0.080862,-0.246407,134.000000,0.506745,0.284195,-0.198800,0.083346,0.526439,590.344968,470.385116,0.935850,-1.233434,-0.418454,-1.325258,1.491622,0.060160,1.075160,0.231225,0.422114
0.346490,0.085759,0.190402,0.223412,0.214289,0.354892,0.648135,0.195049,0.248019,0.714632,0.200824,-0.333118,-0.319818,-0.385976,0.289940,0.935065,0.636272,-0.742820,0.263441,0.427498,-0.092818,-1.060716,1.038090,0.000433,-0.439166,0.270168,-0.178250,0.694113,0.129140,0.253122,0.148717,-0.119837,0.095875,1.275571,0.529477,0.824045,0.086296,0.605263,0.103715,0.005219,-0.324026,0.065086,-0.397867,0.183307,-0.371802,0.289464,0.184479,0.138073,0.141518,0.282465,0.034721,0.109133,-0.409961,0.271620,0.218572,-0.577470,0.078685,-1.002594,0.118231,-0.742820,0.151025,0.037719,116.000000,0.398211,0.624961,-0.532750,0.367124,0.057764,438.667561,427.713769,1.103944,-1.511057,-0.334745,-1.145769,1.244070,0.225523,0.885961,0.363835,0.539380
-0.153322,0.251288,0.592885,0.257251,0.267045,0.064917,1.081749,0.302957,0.064521,0.714632,0.057244,-0.155892,-0.265523,-0.283742,0.330091,0.696251,1.081749,-0.326830,0.293314,0.398509,0.713908,-1.234515,1.044806,0.035179,-0.208539,-0.572263,0.035354,0.202126,0.078969,0.253892,0.083607,-0.046748,-0.147003,1.408629,0.865374,0.150417,0.018325,0.213818,0.058239,0.280185,-1.208875,0.004485,-0.328205,0.114115,-0.241620,0.334421,0.227983,0.010790,0.428807,0.240407,0.653725,-0.356460,-0.172845,0.123707,0.179930,-0.576402,0.047881,-0.981507,0.155873,-0.933536,0.031298,-0.119728,133.000000,0.107299,0.526636,-0.467047,0.252716,-0.090212,329.500979,385.000077,0.992354,-1.619556,-0.368042,-0.878043,0.843875,0.148220,0.795629,0.197529,0.348657
-0.255751,0.418126,-1.088982,0.247330,1.135812,0.276373,1.081806,0.239210,0.274554,0.718944,0.129249,-1.291885,-0.285258,-0.526426,0.441190,0.696251,-1.088982,0.756065,0.494238,0.689366,0.794256,-0.669239,1.917865,-0.331444,-0.506979,-0.794804,-0.097876,0.532784,0.459399,0.343987,0.287532,-0.191159,-0.124510,1.059743,0.848302,0.707579,0.138079,0.156830,0.102178,0.282894,-0.255751,0.148301,-0.328205,0.222417,-0.763692,0.008462,0.627094,0.164764,0.384742,0.311060,0.221179,-0.147987,-0.758609,0.130273,0.159588,-0.548123,0.101276,-0.937393,0.598101,-0.881219,0.158670,0.018721,150.000000,0.759951,0.594221,-0.467047,0.503618,1.188533,431.763797,425.720184,0.898419,-1.465503,-0.772730,-1.074244,0.975998,0.165314,0.691549,0.393036,0.874612
2.318248,0.353147,-2.217697,0.380177,1.135812,0.613146,1.022054,1.373380,0.543059,0.718944,0.147327,-1.291885,-0.627019,-0.625107,0.417683,1.220000,-1.489521,0.151372,0.308972,0.689366,0.775067,-1.659684,1.917865,-0.730915,-0.506979,-0.594103,-0.731773,0.473897,0.417048,0.584590,0.551577,-0.420274,0.013371,1.911313,1.300868,0.707579,0.225815,1.135374,0.175669,-0.487480,2.255303,0.193949,-0.503249,0.545593,-0.763692,-0.007606,0.500454,0.389161,0.414411,0.302459,0.221179,0.108324,-0.758609,2.137943,0.149721,-0.563011,0.120030,-0.968656,1.185360,-0.184484,0.263702,0.018721,134.000000,0.759951,0.594221,-0.167307,0.425068,1.188533,468.795332,425.831271,0.915331,-1.883793,-0.772730,-1.145139,1.138309,0.239540,0.859157,0.433015,0.874612
2.318248,0.308565,-2.217697,0.401797,0.293714,0.584557,-0.406370,0.483791,0.544665,0.665298,0.216579,-2.501570,-0.785587,-0.816416,0.289464,1.410785,-0.406370,-0.506147,0.544802,0.669288,1.004878,-0.575740,2.245824,-1.518587,0.121998,-0.610969,-0.999691,0.424566,0.471279,0.501635,0.765662,-0.420274,0.533109,0.981349,1.354944,1.423862,0.370131,1.135374,0.279050,-0.487480,0.662908,0.302238,-0.677218,0.143055,-0.430130,0.197322,0.495933,0.311851,0.399090,0.280604,0.190896,0.395996,-1.437796,2.137943,0.185544,-1.621995,0.210932,-1.657111,0.536458,-1.567945,0.350272,0.190238,114.000000,0.576689,0.417119,-0.746506,0.482049,0.766572,545.309311,1271.270673,4.858467,-1.474432,-0.843610,-1.445647,1.936756,0.280952,1.118920,0.430575,0.559558
1.538392,0.147044,-1.156954,0.265997,-0.137150,0.161722,0.942400,0.730303,0.134006,0.665298,0.057508,-0.512082,-0.496699,-0.641905,0.168999,1.004239,0.942400,-0.248120,0.771656,0.424683,1.004878,-1.836039,1.723370,-0.194293,0.591005,-0.610969,-0.117484,0.407101,0.124407,0.552758,0.258764,-0.165817,-0.096194,2.235007,0.578162,0.866389,0.067833,0.249566,0.058225,0.068637,-0.842342,0.015874,-0.677218,0.369831,-0.319573,0.060771,0.128835,0.054881,0.672176,0.234681,0.489966,-0.109195,-0.221451,0.577190,0.139945,-1.293738,0.112014,-1.556499,0.658028,-1.567945,0.125552,0.190238,129.000000,0.209417,0.834819,-0.746506,0.348515,-0.140461,474.318413,979.009150,3.349528,-2.155652,-0.843610,-1.245498,1.452862,0.398699,0.945227,0.492874,0.276366
0.493961,0.343126,-1.261715,0.225192,1.365358,0.370644,1.020026,0.435531,0.332963,0.579486,0.141743,-1.089219,-0.335775,-0.619854,0.376433,0.748929,-1.261715,0.388792,0.503314,0.841052,0.835198,-0.446722,1.755890,-0.498741,-0.261002,-0.505189,0.033462,0.463758,0.621169,0.528745,0.337212,0.031904,-0.093252,0.902194,0.635786,0.571071,0.140797,0.201235,0.098322,0.068637,0.214915,0.163611,-0.473855,0.231946,-0.879362,0.017643,0.526857,0.227203,0.624264,0.295111,-0.128195,-0.090115,-1.003930,0.465159,0.171337,-0.544890,0.121168,-0.914020,0.586209,-1.239225,0.137545,-0.022149,148.000000,0.923032,0.868134,-0.673486,0.436629,1.361857,495.299806,619.971988,1.304158,-1.468889,-0.653651,-1.195900,1.245337,0.317118,0.721181,0.484980,0.435771
2.405452,0.268443,-2.420575,0.325351,1.365358,0.652435,1.020026,1.350406,0.582818,0.579486,0.204556,-1.089219,-0.610558,-0.734436,0.432929,1.387357,-1.667626,-0.186086,0.215972,0.841052,0.711480,-1.293969,1.755890,-0.714619,-0.261002,-0.441543,-0.836527,0.390357,0.501156,0.610685,0.390248,-0.153046,0.062028,1.663496,1.440908,0.571071,0.253218,1.002867,0.202420,-0.422101,2.243035,0.225072,-0.400054,0.344574,-0.879362,0.058039,0.395705,0.467810,0.483472,0.315164,-0.128195,0.216412,-1.003930,1.335711,0.155697,-0.581486,0.180066,-0.971533,1.303944,-0.186086,0.275834,-0.022149,135.000000,0.923032,0.868134,-0.426100,0.395832,1.361857,497.160004,474.274323,0.965963,-1.821402,-0.653651,-1.273301,1.336344,0.248719,0.824870,0.469590,0.435771
2.405452,0.356746,-2.420575,0.411708,0.376231,0.516154,-0.322716,0.704973,0.437692,0.501185,0.217481,-3.803043,-0.731072,-0.838482,0.259431,1.392284,-0.322716,-0.658429,0.479858,0.517213,1.003343,-1.503552,1.672744,-1.376473,0.006450,-0.816406,-0.931386,0.503779,0.431821,0.535807,0.732912,-0.329164,0.291908,1.792273,1.398000,1.521020,0.289534,1.002867,0.261906,-0.422101,0.324726,0.271296,-0.600167,0.300623,-0.294748,0.394574,0.582922,0.355500,0.376621,0.222053,0.170162,0.303575,-1.558654,1.335711,0.362956,-1.330725,0.190602,-1.563055,0.629611,-1.239025,0.426749,-0.086904,100.000000,1.757623,0.445377,-0.837391,0.441805,0.679447,544.613850,1120.884770,4.155025,-1.783676,-0.580648,-1.473222,1.861810,0.311769,1.279908,0.428372,0.405693
