feat_3,feat_12,feat_33,feat_155,feat_187,feat_245,feat_37,feat_5,feat_19,feat_180,feat_185,feat_255,feat_189,feat_149,feat_230,feat_175,feat_145,feat_254,feat_39,feat_169,feat_164,feat_213,feat_107,feat_194,feat_163,feat_198,feat_229,feat_205,feat_18,feat_223,feat_139,feat_25,feat_36,feat_40,feat_127,feat_190,feat_210,feat_28,feat_158,feat_13,feat_15,feat_150,feat_250,feat_20,feat_144,feat_239,feat_218,feat_209
0.479756,1.185128,0.278950,0.006920,0.336374,0.106817,-1.516800,0.043164,0.098712,0.030441,0.005436,0.084688,0.339544,0.548260,0.193579,0.134032,0.068578,0.173403,-1.339542,3.084508,0.075910,-0.108453,-0.932790,-0.072173,0.053909,-0.480553,7.847056,0.113482,-0.190500,-0.115421,-0.067701,0.046419,138.652866,1.124539,-1.564553,0.002236,0.126766,1.109055,-0.286890,1.168998,0.012198,0.021692,0.160924,0.107646,-2.481608,15.645016,0.080928,5.226847
0.560103,1.220573,0.374329,0.011523,0.330556,0.092240,-0.992522,0.018438,-0.172480,0.030441,0.008981,0.053422,0.336796,0.207596,0.193579,0.134032,0.068578,0.224441,-0.852660,2.020154,0.061786,-0.128028,-1.037752,-0.094309,0.030190,-0.267598,4.807016,0.113482,-0.255389,-0.092651,-0.041279,0.026548,164.908913,0.686972,-1.579048,0.003607,0.126766,1.085677,-0.295740,1.209983,0.005542,0.021692,0.122580,0.020819,-1.404628,9.416746,0.043062,3.236063
0.452729,1.232738,0.237417,0.004821,0.334853,0.008926,-0.953128,0.012918,-0.185908,0.024359,0.003361,0.028587,0.335516,-0.148080,0.154902,0.107252,0.054876,0.163231,-0.754976,0.908891,0.064871,-0.113514,-1.039976,-0.085203,0.045575,-0.045258,1.632993,0.090808,-0.213559,-0.090924,-0.014856,0.024882,101.520760,0.665571,-1.449755,0.000589,0.101438,0.631334,-0.306148,1.211662,0.009125,0.017358,0.014688,0.006560,-0.327647,2.913981,0.078804,1.157541
0.569082,1.170918,0.285669,0.001932,0.333752,0.018062,-0.905724,0.019180,-0.334065,0.003174,0.002431,0.012604,0.337571,-0.292449,0.011429,0.002515,0.001129,0.088875,-0.810220,0.457410,0.064738,-0.113270,-0.986121,-0.091211,0.060094,0.036188,0.325635,0.008922,-0.374340,-0.099570,-0.007041,0.010334,109.234424,0.656755,-1.486824,0.004013,0.004265,1.053980,-0.286348,1.152298,0.009623,0.000520,0.051284,0.010515,-0.055981,0.309335,0.108502,0.317127
-0.597770,0.720791,2.774136,0.323542,0.574194,0.592405,-1.699015,0.761192,0.225669,0.144027,0.242054,0.256555,0.842687,0.680082,0.464772,0.174499,0.206051,0.195462,-1.621203,0.594891,0.053974,-0.857410,-1.584103,0.936624,-0.662386,-0.609660,1.129173,0.233268,-0.768111,-0.313463,0.152495,0.173108,901.866361,1.282354,-1.684746,0.152049,0.184346,1.925178,-0.890331,-0.686783,0.516543,0.209774,0.649843,0.250004,0.806045,0.629950,-0.655094,0.772242
-0.597770,0.537091,0.642741,0.369685,0.577357,0.381369,-1.660831,0.653536,1.145698,0.250511,0.321617,0.236282,0.842687,0.680082,0.479902,0.268360,0.255286,0.164906,-1.744733,0.656378,0.905875,-0.857410,-1.670972,0.947117,-0.662386,-0.609660,1.129173,0.287781,-0.768111,-0.268826,0.152495,0.545945,244.043539,1.447520,-1.909051,0.611719,0.169872,0.674984,-0.890331,-0.858092,0.582736,0.221248,0.638070,0.719254,0.806045,0.502116,-0.916972,0.558564
0.386801,0.500994,0.666678,0.303737,0.586456,0.350651,-1.589779,0.195194,1.145698,0.361823,0.269058,0.509833,0.795580,0.604219,0.482234,0.255154,0.367070,1.476022,-1.810558,0.831636,0.905875,-0.478529,-1.578187,0.932792,-0.394713,-1.040338,1.063552,0.362869,0.450229,-0.842423,0.827416,0.304020,226.259496,1.423797,-1.729144,0.611760,0.271503,1.545771,-0.876474,-0.755763,0.466630,0.281253,0.734154,0.212359,0.740246,0.561249,-0.711858,0.943066
0.386801,0.684697,2.597196,0.195570,0.578955,0.463394,-1.551084,0.301627,0.678970,0.190869,0.252749,0.614368,0.795580,0.604219,0.435492,0.173146,0.282512,1.476022,-1.515659,0.831636,0.345416,-0.478529,-1.553686,0.831986,-0.394713,-1.040338,1.096824,0.149614,-0.678812,-0.957557,0.827416,0.446012,811.157984,1.240316,-1.679313,0.064109,0.262559,1.742082,-0.339269,0.467704,0.158549,0.169100,0.553421,0.401849,0.740246,0.893973,-0.711858,0.943066
-1.335033,0.725291,2.258962,0.386899,0.681510,0.513924,-1.536314,0.804793,0.497740,0.208810,0.307170,0.700468,1.035819,0.561107,0.536969,0.290910,0.304020,1.220008,-1.616650,0.480033,0.021832,-0.525809,-1.482475,0.573225,-1.013438,-1.038027,1.096824,0.279724,-1.154934,-0.957557,0.042947,0.263606,903.488412,1.399459,-1.807555,0.175739,0.344007,1.811046,-0.987267,-0.605439,0.425187,0.197159,0.503959,0.487097,1.325806,1.454894,-0.913702,1.110525
-1.335033,0.706282,0.589712,0.451902,0.713279,0.375215,-1.453094,0.774065,1.275507,0.259038,0.348411,0.702278,1.035819,0.561107,0.596606,0.334284,0.345225,1.360111,-1.379116,0.701604,0.970019,-0.525809,-1.435571,0.954955,-1.013438,-1.038027,1.070941,0.339398,-1.154934,-0.681310,0.139028,0.619198,278.884165,1.225740,-1.690641,0.758038,0.352824,1.537005,-0.998970,-1.024037,0.765453,0.202049,0.473445,0.895488,1.325806,1.454894,-1.095470,1.110525
0.013201,0.525873,0.532743,0.452191,0.736126,0.303710,-1.701542,0.331488,1.275507,0.645506,0.456888,0.842293,1.160864,1.341075,0.674760,0.440511,0.428149,1.891483,-1.859025,1.405055,1.092140,-0.854345,-1.747293,1.400087,-1.014850,-1.049196,1.056804,0.590839,0.456049,-1.116738,1.891653,0.380964,194.961070,1.475240,-1.886247,0.774704,0.363596,1.379557,-0.998970,-0.961949,0.572772,0.445765,0.714091,0.242892,0.855694,1.382363,-1.066897,1.356139
0.013201,0.626950,2.313695,0.293142,0.629280,0.328955,-1.485125,0.339083,0.994137,0.459263,0.505294,1.061446,1.160864,1.341075,0.565229,0.427040,0.256133,1.891483,-1.134730,1.405055,0.173043,-0.854345,-1.895712,1.400087,-1.014850,-1.049196,1.039004,0.318826,-0.548855,-1.116738,1.891653,0.620258,679.965339,0.813333,-1.709280,0.141509,0.411737,1.436032,-0.347404,0.307538,0.203152,0.338274,0.644167,0.413669,0.855694,1.382363,-1.066897,1.356139
