label,trial,gait
idle,1,3.504098e+01
stand,1,6.004098e+01
stand,1,8.504098e+01
stand-walk,1,1.006843e+01
stand-walk,1,3.509286e+01
stand-walk,1,6.001955e+01
stand-walk,1,8.504399e+01
walk,1,1.010309e+01
walk,1,3.505155e+01
walk,1,6.010309e+01
walk,1,8.505155e+01
walk,1,1.007121e+01
turn2,1,3.509664e+01
turn2,1,6.002035e+01
turn2,1,8.504578e+01
turn2,1,1.005076e+01
turn2,1,3.502538e+01
turn2,1,6.010152e+01
turn2,1,8.507614e+01
turn1,1,1.006098e+01
turn1,1,3.506098e+01
turn1,1,6.006098e+01
turn1,1,8.506098e+01
turn1,1,1.002045e+01
turn1,1,3.507157e+01
walk,1,6.002045e+01
walk,1,8.507157e+01
walk,1,1.010417e+01
walk,1,3.510417e+01
walk,1,6.010417e+01
walk,1,8.510417e+01
walk,1,1.007194e+01
walk,1,3.504625e+01
walk,1,6.002055e+01
walk,1,8.509764e+01
walk,1,1.004320e+01
walk,1,3.509719e+01
walk,1,6.004320e+01
walk,1,8.509719e+01
walk-stand,1,1.003824e+01
walk-stand,1,3.503824e+01
idle,1,6.003824e+01
idle,1,8.503824e+01
idle,2,3.505000e+01
stand,2,6.005000e+01
stand,2,8.505000e+01
stand-walk,2,1.001927e+01
stand-walk,2,3.506744e+01
stand-walk,2,6.001927e+01
stand-walk,2,8.506744e+01
walk,2,1.005025e+01
walk,2,3.507538e+01
walk,2,6.010050e+01
walk,2,8.502513e+01
walk,2,1.001984e+01
walk,2,3.501984e+01
turn2,2,6.001984e+01
turn2,2,8.501984e+01
turn2,2,1.007828e+01
turn2,2,3.502935e+01
turn2,2,6.007828e+01
turn2,2,8.502935e+01
turn2,2,1.008065e+01
turn1,2,3.508065e+01
turn1,2,6.008065e+01
turn1,2,8.508065e+01
turn1,2,1.006036e+01
turn1,2,3.501006e+01
turn1,2,6.006036e+01
walk,2,8.501006e+01
walk,2,1.005348e+01
walk,2,3.508021e+01
walk,2,6.010695e+01
walk,2,8.502674e+01
walk,2,1.008065e+01
walk,2,3.508065e+01
walk,2,6.008065e+01
walk,2,8.508065e+01
walk,2,1.009615e+01
walk,2,3.509615e+01
walk,2,6.009615e+01
walk,2,8.509615e+01
walk-stand,2,1.003313e+01
walk-stand,2,3.502130e+01
idle,2,6.000947e+01
idle,2,8.504496e+01
stand,1,1.000110e+01
stand,1,3.500931e+01
stand,1,6.000657e+01
stand,1,8.500383e+01
stand-walk,1,1.008850e+01
stand-walk,1,3.504425e+01
stand-walk,1,6.008850e+01
stand-walk,1,8.504425e+01
walk,1,1.009259e+01
walk,1,3.509259e+01
walk,1,6.009259e+01
walk,1,8.509259e+01
walk,1,1.005639e+01
turn2,1,3.505639e+01
turn2,1,6.005639e+01
turn2,1,8.505639e+01
turn2,1,1.002921e+01
turn2,1,3.505355e+01
turn2,1,6.007790e+01
turn2,1,8.500487e+01
turn1,1,1.003717e+01
turn1,1,3.503717e+01
turn1,1,6.003717e+01
turn1,1,8.503717e+01
turn1,1,1.000944e+01
turn1,1,3.503305e+01
walk,1,6.005666e+01
walk,1,8.508026e+01
walk,1,1.000953e+01
walk,1,3.508103e+01
walk,1,6.005720e+01
walk,1,8.503337e+01
walk,1,1.000972e+01
walk,1,3.508260e+01
walk,1,6.005831e+01
walk,1,8.503401e+01
walk,1,1.001054e+01
walk,1,3.508957e+01
walk,1,6.006322e+01
walk,1,8.503688e+01
walk-stand,1,1.003251e+01
walk-stand,1,3.502090e+01
idle,1,6.000929e+01
idle,1,8.504412e+01
idle,2,6.005435e+01
idle,2,8.505435e+01
idle,2,1.001318e+01
stand,2,3.504611e+01
stand,2,6.001318e+01
stand,2,8.504611e+01
stand-walk,2,1.008483e+01
stand-walk,2,3.506126e+01
stand-walk,2,6.003770e+01
stand-walk,2,8.501414e+01
walk,2,1.006464e+01
walk,2,3.508772e+01
walk,2,6.001847e+01
walk,2,8.504155e+01
walk,2,1.006464e+01
walk,2,3.508772e+01
turn2,2,6.001847e+01
turn2,2,8.504155e+01
turn2,2,1.006233e+01
turn2,2,3.508459e+01
turn2,2,6.001781e+01
turn2,2,8.504007e+01
turn2,2,1.002760e+01
turn1,2,3.505060e+01
turn1,2,6.007360e+01
turn1,2,8.500460e+01
turn1,2,1.001855e+01
turn1,2,3.506494e+01
turn1,2,6.001855e+01
walk,2,8.506494e+01
walk,2,1.002812e+01
walk,2,3.505155e+01
walk,2,6.007498e+01
walk,2,8.500469e+01
walk,2,1.006464e+01
walk,2,3.508772e+01
