feat_3,feat_12,feat_33,feat_155,feat_187,feat_245,feat_37,feat_5,feat_19,feat_180,feat_185,feat_255,feat_189,feat_149,feat_230,feat_175,feat_145,feat_254,feat_39,feat_169,feat_164,feat_213,feat_107,feat_194,feat_163,feat_198,feat_229,feat_205,feat_18,feat_223,feat_139,feat_25,feat_36,feat_40,feat_127,feat_190,feat_210,feat_28,feat_158,feat_13,feat_15,feat_150,feat_250,feat_20,feat_144,feat_239,feat_218,feat_209
0.252625,1.059398,0.265273,0.020592,0.210206,0.225929,-1.162863,0.018089,-0.253035,0.004144,0.019085,0.083218,0.215847,-0.016597,0.037973,0.014783,0.002322,-0.063030,-1.490142,0.599284,0.152787,-0.081478,-1.189394,-0.198142,0.124390,-0.197580,0.508520,0.019926,-0.342198,-0.246109,0.336075,0.027623,171.349249,0.981313,-1.597286,0.004471,0.133613,1.576909,-0.222056,1.033748,0.016242,0.008074,0.373654,0.029272,-0.247322,0.210208,0.182402,-0.041763
0.177445,0.994687,0.255628,0.010812,0.223848,0.276901,-0.948362,0.017484,-0.205581,0.003876,0.011048,0.344581,1.714281,-0.015121,0.078067,0.009372,0.003383,0.031258,-1.155764,0.609958,0.130407,-0.132891,-1.291803,-0.234195,0.122822,-0.199627,0.685768,0.012249,-0.282596,-0.261936,0.335330,0.022806,170.189704,0.680181,-1.496692,0.123925,0.024159,1.428652,-0.217955,0.968545,0.012218,0.000946,1.316534,0.021351,-0.246125,0.702515,0.177468,-0.313822
0.191135,1.073428,0.249948,0.008660,0.204123,0.014587,-1.014845,0.017690,-0.102560,0.001215,0.007705,0.012967,0.205472,-0.018508,0.007468,0.001846,0.001274,-0.141865,-1.225714,0.603198,0.129559,-0.061254,-1.352944,-0.244504,0.125387,-0.190839,0.521037,0.002003,-0.163875,-0.251751,0.335320,0.025650,127.900760,0.702219,-1.266008,0.000578,0.005275,1.453511,-0.217649,1.050936,0.012602,0.000752,0.039276,0.013731,-0.239516,0.584945,0.225707,-0.284376
0.268188,0.944873,0.262931,0.027068,0.238020,0.038478,-1.802568,0.102991,0.059664,0.014890,0.028381,0.042000,0.271399,-0.013728,0.016462,0.011452,0.005895,-0.027112,-1.664532,0.616925,0.129218,-0.131666,-1.369004,-0.200549,0.115971,-0.255160,0.550579,0.035709,-0.195541,-0.247949,0.336064,0.064840,136.549956,1.137976,-1.520425,0.024671,0.020928,1.530008,-0.219027,0.730751,0.102571,0.001544,0.127740,0.081215,-0.239405,0.727444,0.109805,-0.254887
-0.792431,0.476139,0.442269,0.509921,0.657346,0.277992,-1.669650,0.411733,1.224593,0.463302,0.331813,0.499380,0.928296,1.261973,0.573500,0.348645,0.245104,0.832317,-1.525370,0.981657,0.804273,-0.420102,-1.739700,1.068909,-0.727846,-1.061176,0.914405,0.405246,0.580226,-0.928519,2.098856,0.308690,243.548390,1.301730,-1.565036,0.695829,0.414937,1.414169,-1.009024,-0.845930,0.461819,0.435388,0.423247,0.152433,0.521018,1.401493,-1.283855,0.657498
-0.792431,0.545329,2.666251,0.312544,0.467923,0.299348,-1.609126,0.625598,1.097591,0.137644,0.359458,0.366585,0.928296,1.261973,0.480369,0.281958,0.127863,0.548472,-1.287922,0.979578,0.149379,-0.440298,-1.353086,-0.134214,-0.347417,-1.061176,1.037185,0.188746,-0.846590,-1.093823,0.370422,0.473572,1057.298215,1.062087,-1.489897,0.136161,0.344027,1.804965,-0.226875,0.179932,0.304658,0.244408,0.379698,0.607300,0.363059,1.325496,-1.283855,0.657498
-0.764897,0.778017,1.358387,0.395548,0.527078,0.536091,-1.361771,0.638052,0.429771,0.115760,0.329845,0.559167,0.964075,1.109122,0.423914,0.228734,0.226212,0.814902,-0.983710,0.999977,0.634146,-0.664324,-1.942679,0.664573,-0.696911,-0.833132,0.934661,0.297495,-0.989680,-1.070162,0.495695,0.685074,483.181812,0.655364,-1.546864,0.295660,0.324014,0.782798,-0.808370,-1.044207,0.769176,0.249715,0.580369,0.373405,0.601655,1.299185,-0.160062,0.593576
-0.764897,0.747242,0.311884,0.394844,0.635913,0.420050,-1.441473,0.329961,1.234959,0.328507,0.419534,0.225719,0.767582,0.716580,0.394770,0.259199,0.384517,0.821167,-1.271113,1.240534,0.785126,-0.335528,-1.405817,1.129365,-0.536997,-0.909682,1.166739,0.545132,-0.546490,-0.428396,0.495695,0.216782,150.978371,0.998019,-2.072789,0.586453,0.244288,1.547571,-1.090448,-1.051901,0.756756,0.449194,0.360152,0.525666,0.601655,1.240569,-0.521682,0.100725
-1.030746,0.454834,0.421474,0.647628,0.711766,0.414026,-1.725734,0.435773,1.234959,0.485400,0.376137,0.699454,1.186546,2.112567,0.671780,0.476268,0.365141,2.485772,-1.765403,1.240534,0.785126,-1.732053,-1.651797,1.129365,-0.992931,-1.079399,1.166739,0.505866,0.428865,-1.151264,2.758680,0.415426,222.509494,1.334991,-1.970533,0.765733,0.393445,0.705114,-1.090448,-0.915198,0.481583,0.586787,0.617871,0.196717,1.178471,2.290212,-1.445664,1.040408
-1.030746,0.568108,3.751381,0.356139,0.481651,0.418272,-1.644138,0.662443,1.176530,0.176545,0.270386,0.480697,1.186546,1.855721,0.527246,0.277620,0.202862,1.367813,-1.608393,0.978103,0.151799,-1.732053,-1.334989,-0.250062,-0.300586,-1.079399,1.271529,0.225559,-0.926290,-1.241886,0.389627,0.552870,1450.870168,1.176853,-1.791652,0.181962,0.311447,1.915508,-0.264136,0.107615,0.363430,0.235470,0.631732,0.650823,1.178471,1.336947,-1.445664,1.040408
-0.939769,0.816618,3.151707,0.489576,0.543264,0.741493,-1.539028,0.676641,0.455015,0.176823,0.345332,0.845374,0.954969,1.365324,0.624152,0.237550,0.215919,1.613219,-1.458690,1.029436,0.728090,-0.477599,-1.743325,0.399596,-0.685214,-0.971420,1.127566,0.302861,-1.164584,-1.001642,0.455336,0.739225,959.230983,1.179747,-1.826477,0.322432,0.268364,1.966123,-0.874512,-1.126854,0.817332,0.289438,0.886785,0.420731,0.759026,1.980876,-0.065715,0.501368
-0.928076,0.765494,0.584506,0.271041,0.651538,0.366094,-1.374622,0.455178,1.305517,0.332210,0.542678,0.364280,0.809893,0.870946,0.400110,0.257005,0.426422,1.613219,-1.001095,1.428852,0.950039,-0.491520,-1.306570,1.194897,-0.540369,-0.971420,1.250919,0.570746,-0.716390,-0.436345,0.455336,0.335206,226.438102,0.902337,-1.942551,0.569284,0.192861,1.629996,-1.083234,-1.141399,0.729735,0.424256,0.368845,0.589380,0.759026,1.135140,-0.464215,0.264538
