feat_3,feat_12,feat_33,feat_155,feat_187,feat_245,feat_37,feat_5,feat_19,feat_180,feat_185,feat_255,feat_189,feat_149,feat_230,feat_175,feat_145,feat_254,feat_39,feat_169,feat_164,feat_213,feat_107,feat_194,feat_163,feat_198,feat_229,feat_205,feat_18,feat_223,feat_139,feat_25,feat_36,feat_40,feat_127,feat_190,feat_210,feat_28,feat_158,feat_13,feat_15,feat_150,feat_250,feat_20,feat_144,feat_239,feat_218,feat_209
0.081756,1.138785,0.543625,0.009256,0.301696,0.057079,-0.967974,0.026158,-1.886011,0.003408,0.006423,0.048288,0.305456,0.051789,0.003118,0.002638,0.001558,0.084672,-0.970729,0.576601,0.158401,0.175510,-0.913307,-0.060876,0.137278,0.085878,0.235561,0.004095,-1.988435,-0.216792,0.013767,0.115968,48.100287,0.734849,-1.535518,0.002170,0.007102,0.787910,-0.309268,1.103512,0.028428,0.000380,0.055435,0.024982,0.038428,0.535701,0.470726,0.045783
0.022237,1.168437,0.544808,0.023151,0.295514,0.049752,-0.980238,0.043724,-1.690853,0.005884,0.015783,0.052333,0.306683,0.055805,0.006172,0.009262,0.004067,0.237958,-0.934154,0.576901,0.211461,0.186817,-0.732445,-0.040254,0.143175,0.085092,0.238494,0.012798,-1.833205,-0.254008,0.016517,0.351008,56.552156,0.732593,-1.488344,0.006815,0.022348,0.803976,-0.308102,1.108212,0.020350,0.001355,0.109916,0.028053,0.032569,0.545464,0.466227,0.081664
0.026084,1.213724,0.542698,0.027812,0.295635,0.054689,-0.887035,0.009676,-1.665216,0.009421,0.019456,0.306738,0.305398,-0.039716,0.431152,0.154950,0.095717,0.422383,-0.915057,0.541268,0.206568,0.148761,-0.595407,-0.045131,0.103390,0.492013,-1.024037,0.273102,-1.766837,-0.227755,0.116541,0.148690,48.161844,0.677014,-1.627229,0.007710,0.168456,0.803404,-0.312111,1.180027,0.018233,0.043111,0.192121,0.026731,-0.243299,30.468298,0.442785,-0.658608
0.008991,1.195866,0.541441,0.004738,0.297703,0.027349,-0.957673,0.032418,-1.753250,0.003399,0.002929,0.046415,0.320451,0.080694,0.030591,0.008405,0.002132,0.213769,-0.927143,0.588092,0.149503,0.182347,-0.952035,-0.061368,0.140417,0.067164,0.266181,0.011504,-1.845244,-0.229900,0.046084,0.137449,43.417818,0.763807,-1.326652,0.008708,0.013449,0.877023,-0.302614,1.115603,0.025852,0.000938,0.120941,0.022654,0.023911,1.018295,0.424526,-0.238239
-1.278640,0.822914,2.692429,0.347747,0.592523,0.248517,-1.049135,0.843627,-1.166390,0.138663,0.123143,0.396945,1.002676,1.061998,0.444449,0.240812,0.211549,0.454468,-0.844955,0.750122,0.951131,-0.212284,-1.516106,-0.069332,-0.928253,-0.865455,0.696800,0.261024,-2.452539,-0.550794,0.138509,0.840780,835.349231,0.726417,-1.721626,0.178564,0.309239,1.626152,-0.766006,-0.793263,0.546814,0.244940,0.544159,0.294145,0.891702,1.876867,-0.895817,0.375877
-1.278640,0.730519,0.757001,0.523401,0.685938,0.320509,-1.549915,0.723722,0.515916,0.250134,0.252929,0.365800,1.002676,1.061998,0.551471,0.286805,0.228819,0.454468,-1.741643,0.848864,1.157402,-0.429608,-1.298959,1.227839,-0.928253,-0.865455,0.929020,0.302932,-2.452539,-0.443123,0.248719,1.562630,146.995982,1.418155,-1.612946,0.730349,0.357069,0.567654,-1.086678,-1.287427,0.771021,0.251326,0.608145,1.101804,0.891702,1.876867,-0.895817,0.375877
-0.594795,0.411942,0.568132,0.358118,0.690260,0.470380,-1.490940,0.421902,0.515916,0.529064,0.453690,0.858092,0.906904,1.169355,0.677729,0.328727,0.544477,1.616312,-1.650945,1.100775,1.191794,-0.950964,-1.515442,1.227839,-1.213839,-1.366423,0.989785,0.562572,-0.098241,-1.229249,2.172985,0.292787,66.277413,1.454701,-1.511430,0.727827,0.588917,1.269892,-0.974215,-1.095808,0.477135,0.434689,0.770968,0.164917,2.169575,1.869662,-1.206040,2.088407
-0.594795,0.617349,1.719631,0.287248,0.556094,0.569427,-1.390841,0.494582,0.288670,0.241277,0.309806,0.821963,0.906904,1.169355,0.567128,0.337623,0.449270,1.616312,-1.415296,1.100775,1.191794,-0.950964,-1.036237,0.071004,-0.409240,-1.366423,1.119836,0.345634,-2.046191,-1.229249,1.040510,0.571255,402.204152,1.308248,-1.510711,0.139727,0.520305,1.322094,-0.322109,0.083494,0.332374,0.263381,0.852226,0.733232,2.169575,1.515338,-1.206040,2.088407
-1.807198,0.748610,2.034858,0.347370,0.674103,0.375406,-1.218005,0.829561,-0.354345,0.147692,0.168556,0.485565,1.047542,1.349644,0.621331,0.423535,0.349100,1.094145,-1.297540,0.673809,0.264504,-0.504992,-1.398938,0.071004,-2.047514,-1.327622,1.119836,0.280235,-2.538858,-1.077383,0.108053,1.529154,659.575475,1.139104,-1.754922,0.215458,0.280270,1.976928,-0.867742,-0.838532,0.551886,0.298836,0.924544,0.638461,1.780543,2.458506,-0.850354,0.371042
-1.807198,0.715921,0.911477,0.353592,0.769344,0.519650,-1.364562,0.895789,0.061115,0.269977,0.312654,0.387796,1.047542,1.349644,0.645476,0.448928,0.358289,0.645034,-1.320579,1.071392,1.640023,-0.504992,-1.482425,1.435273,-2.047514,-1.327622,1.462508,0.333493,-2.538858,-0.488055,0.354826,1.333427,244.650201,1.178649,-1.703815,0.817637,0.325078,1.905376,-1.151299,-1.232946,0.751037,0.297838,0.925682,0.929119,1.780543,2.458506,-0.850354,0.371042
-0.920463,0.463878,0.560894,0.435553,0.765625,0.453627,-1.272806,0.500781,0.061115,0.559080,0.524468,0.736611,1.079487,1.597912,0.741249,0.548362,0.490775,1.695001,-1.360358,1.133833,1.640023,-1.729068,-1.305898,1.435273,-0.945960,-1.359114,1.462508,0.677582,-0.612643,-1.143646,2.371223,0.411998,65.268440,1.386838,-1.545636,0.808162,0.496336,0.903102,-1.069886,-1.013792,0.521430,0.528148,1.216431,0.174763,1.704737,2.156332,-1.616649,1.471084
-0.920463,0.581806,1.346854,0.342697,0.582866,0.544063,-1.198596,0.561136,-0.253385,0.227029,0.387537,1.174922,1.079487,1.597912,0.627009,0.509907,0.388582,2.371243,-1.265863,1.133833,0.854229,-1.729068,-1.155911,0.120313,-0.656414,-1.359114,1.202090,0.378725,-2.054148,-1.143646,0.086276,0.683718,301.133053,1.326502,-1.374028,0.174445,0.444063,1.930002,-0.326955,0.175115,0.300191,0.288270,1.282171,0.597560,1.704737,2.190787,-1.616649,1.471084
-1.129761,0.698111,1.293240,0.315351,0.660828,0.634947,-1.070469,0.697750,-0.850836,0.131364,0.177926,1.020559,0.945519,1.304972,0.648104,0.326012,0.187039,2.371243,-0.711265,0.840220,0.262867,-0.481542,-1.494559,0.120313,-0.971977,-1.168861,1.202090,0.211576,-2.554026,-1.094141,0.300528,1.323107,352.708817,0.616217,-1.673406,0.216951,0.337528,1.918374,-0.770355,-0.891327,0.567350,0.277281,0.992468,0.469010,0.948024,2.300874,-0.108339,0.877843
-1.129761,0.688852,0.581006,0.359216,0.749538,0.487968,-1.447444,0.716009,0.088441,0.295503,0.371637,0.682573,0.945519,1.304972,0.597757,0.346541,0.215147,1.074806,-1.653264,0.963271,1.861387,-0.256047,-1.437845,0.875294,-0.971977,-1.168861,1.125477,0.255568,-2.554026,-0.792223,0.300528,1.079189,84.357834,1.400442,-1.538004,0.801117,0.374420,1.525040,-1.062213,-1.245638,0.711245,0.293273,0.918771,0.930895,0.948024,2.121849,-0.108339,0.877843
-0.634720,0.463413,0.546650,0.354566,0.730064,0.345058,-1.181422,0.451282,0.088441,0.467833,0.444686,0.534994,0.931964,1.109070,0.552339,0.521246,0.454434,1.134650,-1.173282,0.956966,1.861387,-1.179095,-1.389206,0.875294,-0.311843,-1.370097,1.112789,0.579151,-0.752005,-1.230021,1.481239,0.218701,62.533535,1.125906,-1.670688,0.773053,0.633882,0.970980,-1.062111,-0.961010,0.470903,0.412138,1.025124,0.238483,1.438143,1.725317,-2.141240,2.352766
-0.634720,0.583271,1.933964,0.259218,0.545340,0.615082,-1.112596,0.547090,-0.486881,0.174884,0.241168,0.836057,0.931964,1.109070,0.456831,0.433368,0.295409,2.392347,-0.585921,0.956966,0.537380,-0.884249,-1.162693,0.220347,-0.272327,-1.370097,1.013391,0.320219,-2.068187,-1.230021,0.067706,0.836596,450.056012,0.557080,-1.498748,0.155881,0.516245,2.016881,-0.332345,0.235015,0.265324,0.178266,1.028737,0.524403,1.438143,1.539084,-1.800758,2.352766
-1.987271,0.697837,2.372715,0.458130,0.629275,0.691031,-1.571775,0.961141,-0.994920,0.192523,0.145981,0.740535,1.022864,1.787075,0.631585,0.502400,0.389432,2.392347,-1.676886,0.687540,0.226955,-0.306408,-1.606518,0.155735,-1.895451,-1.309889,1.013391,0.265567,-2.479706,-0.943746,0.067706,1.695714,753.038216,1.566441,-1.673902,0.208784,0.231157,2.013832,-1.172079,-1.021733,0.586597,0.334049,1.051559,0.400077,2.180223,1.916376,-0.240378,0.693622
-1.987271,0.717451,0.730279,0.543038,0.763943,1.017671,-1.305237,0.920613,0.348744,0.400394,0.567521,0.522631,1.022864,1.787075,0.590481,0.521471,0.464615,1.439243,-1.295353,0.903861,3.483886,-0.306408,-1.717923,0.903249,-1.895451,-1.317216,1.058743,0.435565,-2.479706,-1.102532,0.375770,1.111140,148.816547,1.194594,-1.535583,0.812287,0.495385,0.978820,-1.205878,-1.326415,0.742699,0.374762,0.825939,0.992842,2.180223,1.916376,-1.358456,0.693622
-0.344738,0.366620,0.565768,0.514547,0.784872,0.618619,-1.151188,0.320409,0.348744,0.440607,0.719954,0.700163,1.106926,1.806956,0.510756,0.936013,0.801060,2.471323,-1.092907,1.531918,3.483886,-3.331650,-1.433049,0.903249,-0.453622,-1.388957,0.869279,0.745373,-0.346683,-1.102532,1.154262,0.818556,71.826612,1.229819,-1.656392,0.823550,0.899672,1.041097,-1.070370,-0.860987,0.452289,0.532643,0.783624,0.201175,3.044843,2.409840,-2.755856,2.473311
-0.344738,0.440981,1.716506,0.166637,0.475613,0.642774,-1.101508,0.356271,0.326153,0.167297,0.237925,0.942275,0.959183,1.806956,0.669706,0.494377,0.456302,2.471323,-1.074578,1.531918,0.592503,-0.951023,-1.059549,0.840497,-0.360533,-1.388957,1.359958,0.466271,-2.253105,-1.133892,0.199521,0.949228,509.902465,1.192883,-1.479182,0.202258,0.468385,1.970923,-0.533965,-0.190196,0.441592,0.267824,0.610794,0.804103,3.044843,1.187703,-1.096023,2.472893
