feat_3,feat_12,feat_33,feat_155,feat_187,feat_245,feat_37,feat_5,feat_19,feat_180,feat_185,feat_255,feat_189,feat_149,feat_230,feat_175,feat_145,feat_254,feat_39,feat_169,feat_164,feat_213,feat_107,feat_194,feat_163,feat_198,feat_229,feat_205,feat_18,feat_223,feat_139,feat_25,feat_36,feat_40,feat_127,feat_190,feat_210,feat_28,feat_158,feat_13,feat_15,feat_150,feat_250,feat_20,feat_144,feat_239,feat_218,feat_209
0.578494,0.845415,1.103537,0.033762,0.293209,0.064877,-0.901749,0.042422,-0.134219,0.111706,0.039142,0.210622,0.307869,-3.225912,0.080915,0.029020,0.001367,0.189017,-0.835640,-1.035131,0.126944,0.042376,-1.069409,-0.058202,0.075820,-3.297553,-2.045731,0.124279,-0.224415,-0.162892,0.925467,0.117230,387.425466,0.941813,-1.027702,0.007658,0.005737,1.871630,-0.335609,0.823112,0.019054,0.128458,0.037706,0.021213,0.220363,2.119021,0.119026,-0.095767
0.600514,0.926496,0.239284,0.002361,0.294979,0.017790,-0.812208,0.022270,-0.159223,0.111706,0.002196,0.008924,0.297251,-1.594429,0.080915,0.029020,0.001367,-0.107661,-0.685866,-0.307863,0.097728,0.071866,-0.914821,-0.123667,0.090363,-1.790635,-1.018068,0.124279,-0.256994,-0.156304,0.611307,0.051801,125.301784,0.912725,-1.065073,0.001191,0.005737,1.137645,-0.313940,0.909284,0.007881,0.128458,0.010377,0.024436,0.203000,1.411357,0.131335,-0.022907
0.647503,0.939602,0.205587,0.001135,0.289363,0.009192,-0.883788,0.027760,-0.226462,0.089387,0.000588,0.012221,0.290091,0.037054,0.064748,0.023222,0.001094,-0.074305,-0.822675,0.419405,0.101728,0.073078,-1.188748,-0.107887,0.098365,-0.201597,0.009595,0.099448,-0.266441,-0.140281,0.280027,0.044319,86.189256,1.012749,-0.986377,0.000323,0.004591,1.188321,-0.313812,0.920769,0.009194,0.102792,0.017906,0.012292,0.184690,0.665129,0.148117,0.049953
0.629980,0.881197,0.274429,0.006935,0.290907,0.038466,-0.940336,0.026290,-0.312588,0.008426,0.010368,1.455802,0.320418,0.103603,0.017046,0.009225,0.003205,0.004170,-0.974890,0.458437,0.101770,0.029592,-1.479216,-0.096859,0.081695,0.123229,0.042771,0.016062,-0.355737,-0.172910,0.207869,0.030983,104.265382,1.046623,-1.076892,0.009883,0.011938,1.383746,-0.314656,0.841956,0.012092,0.001163,0.043215,0.009400,0.204290,0.442692,0.127038,0.091604
-1.353229,0.696487,4.478986,0.220733,0.571870,0.465664,-0.739997,0.972936,-0.185636,0.140501,0.181414,0.517364,0.886525,0.907862,0.488937,0.257514,0.170859,1.068452,-0.183536,0.495921,0.139862,-0.368885,-1.696718,-0.055871,-1.274772,-0.490660,0.620111,0.215276,-1.294735,-0.547497,0.327979,0.278611,1487.906484,0.241559,-1.391163,0.133620,0.199017,1.969890,-0.762037,-0.611991,0.417936,0.178436,0.223686,0.309187,0.872686,1.493852,-0.831355,0.626192
-1.353229,0.663697,0.366430,0.371792,0.643144,0.418753,-1.197912,0.721353,1.206016,0.205357,0.312667,0.578737,0.886525,0.907862,0.344984,0.392834,0.225993,1.068452,-1.217775,0.788996,1.152713,-0.368885,-1.729819,1.263187,-1.274772,-0.602224,0.620111,0.215028,-1.294735,-0.290110,0.354397,0.288107,179.027477,1.106842,-1.404281,0.685397,0.248711,1.252924,-1.062775,-1.080543,0.670058,0.178326,0.206243,0.930860,0.872686,1.493852,-0.831355,0.626192
-0.761630,0.566930,0.349969,0.431497,0.675478,0.434134,-1.285084,0.431025,1.206016,0.438532,0.456263,0.752017,0.886289,1.566771,0.515257,0.429368,0.369522,1.294623,-1.433802,0.923703,1.229755,-0.615758,-1.776028,1.238834,-1.456992,-1.202276,0.828508,0.381844,0.333790,-0.997333,2.821018,0.134147,125.343203,1.340849,-1.676185,0.711810,0.575783,1.317674,-1.016078,-0.992111,0.567463,0.456544,0.480294,0.330900,1.380699,1.316569,-1.524649,1.405891
-0.761630,0.683330,2.813113,0.217826,0.571671,0.336122,-1.217342,0.601189,0.424743,0.139599,0.327311,0.486328,0.886289,1.470976,0.441694,0.284344,0.150133,0.671569,-1.334490,0.923703,0.324286,-0.615758,-1.426490,-0.066333,-0.323493,-1.202276,0.941720,0.211892,-0.746989,-0.997333,0.353172,0.207449,719.816320,1.255045,-1.204552,0.114269,0.455781,1.960462,-0.349657,0.545743,0.121481,0.242520,0.419841,0.363545,1.055192,0.778264,-1.524649,1.405891
-1.052679,0.656652,3.000636,0.284512,0.663966,0.337817,-1.401457,0.710914,0.133950,0.224207,0.541740,0.655918,0.980010,1.014426,0.681905,0.458812,0.210520,1.303624,-1.431343,0.515391,0.077381,-0.542517,-1.580929,0.132657,-1.304479,-0.779792,0.941720,0.187045,-1.314405,-0.899419,0.289595,0.496577,1034.160517,1.312603,-1.271503,0.162450,0.485954,1.846241,-0.682287,-0.679521,0.445387,0.199683,0.393528,0.433029,0.979751,1.495193,-1.693252,0.901204
-1.052679,0.723636,0.435067,0.398560,0.707798,0.251819,-1.383136,0.652001,1.065051,0.256333,0.570024,0.676863,0.980010,1.014426,0.680083,0.527434,0.243248,1.303624,-1.661056,0.950026,1.129825,-0.542517,-1.497298,1.149097,-1.304479,-0.779792,0.921021,0.211592,-1.314405,-0.305211,0.389876,0.518939,198.024291,1.422763,-1.547617,0.756409,0.506906,1.457166,-1.003613,-1.125203,0.708284,0.204313,0.341134,0.843294,0.979751,1.495193,-1.693252,0.901204
