feat_3,feat_12,feat_33,feat_155,feat_187,feat_245,feat_37,feat_5,feat_19,feat_180,feat_185,feat_255,feat_189,feat_149,feat_230,feat_175,feat_145,feat_254,feat_39,feat_169,feat_164,feat_213,feat_107,feat_194,feat_163,feat_198,feat_229,feat_205,feat_18,feat_223,feat_139,feat_25,feat_36,feat_40,feat_127,feat_190,feat_210,feat_28,feat_158,feat_13,feat_15,feat_150,feat_250,feat_20,feat_144,feat_239,feat_218,feat_209
0.759740,1.049821,0.315168,0.005077,0.224367,0.054057,-1.213085,0.015458,-0.419169,0.025328,0.002015,0.030998,0.226424,-0.079978,0.172156,0.040064,0.060262,-0.162053,-1.172263,1.161654,0.145948,-0.055429,-1.139012,-0.106596,0.137325,0.144164,-5.218974,0.019225,-0.478045,-0.030913,0.922283,0.047094,117.045232,1.286092,-1.462875,0.001525,0.061640,1.104644,-0.245196,1.027236,0.010056,0.004704,0.016273,0.012117,-2.004920,5.969095,0.236739,1.859923
0.766729,1.053701,0.341716,0.003542,0.223868,0.035205,-1.234326,0.026731,-0.394408,0.025328,0.001398,0.020549,0.224947,-0.000139,0.172156,0.040064,0.060262,-0.145624,-1.181625,0.931530,0.149010,-0.054741,-1.095853,-0.111640,0.136753,0.081731,-2.297324,0.019225,-0.472704,-0.025745,0.415659,0.028473,134.781550,1.277670,-1.381559,0.000718,0.061640,0.951258,-0.245553,1.041101,0.005359,0.004704,0.017910,0.019709,-0.982213,3.140943,0.237086,0.813825
0.789943,1.041596,0.326261,0.004496,0.223908,0.072508,-1.130397,0.009484,-0.313259,0.011157,0.002215,0.010890,0.225741,0.075172,0.069310,0.016934,0.026436,-0.184565,-1.109758,0.692116,0.145088,-0.058615,-1.139294,-0.108648,0.133008,0.021980,0.380659,0.011437,-0.445940,-0.065632,-0.111419,0.068066,99.725386,1.183521,-1.255763,0.001181,0.031209,1.025082,-0.245464,1.026597,0.005870,0.002392,0.063165,0.034715,-0.040323,0.198604,0.229848,-0.274510
0.757276,1.085325,0.335743,0.004347,0.224534,0.022703,-1.187326,0.015693,-0.388349,0.001241,0.001854,0.017182,0.226891,0.076217,0.008851,0.003087,0.002029,-0.136009,-1.053021,0.677644,0.127343,-0.042216,-1.053608,-0.121640,0.104841,0.019082,0.398724,0.005018,-0.436008,-0.043468,-0.149672,0.053121,103.580938,1.178076,-1.297381,0.001280,0.011279,0.892990,-0.248053,1.070540,0.006566,0.000789,0.045172,0.010862,-0.039945,0.026945,0.257653,-0.312955
-0.205913,0.807073,2.519251,0.311806,0.436390,0.517778,-1.419838,0.618821,-0.072860,0.124945,0.186003,0.358050,0.732045,1.343680,0.259710,0.128111,0.138954,0.408257,-1.482649,1.201159,0.652851,-0.600933,-1.267697,0.614025,-0.202347,-0.455568,0.614982,0.127944,-0.896719,-0.262335,0.011634,0.288871,786.072380,1.372382,-1.669917,0.101617,0.263745,2.038797,-0.527990,-0.799590,0.537351,0.213247,0.311041,0.173324,0.426419,0.507958,-0.328594,0.366048
-0.205913,0.642156,0.481375,0.415492,0.500220,0.457690,-1.302938,0.454173,1.045399,0.247098,0.207013,0.359934,0.732045,1.343680,0.293907,0.170761,0.189180,0.408257,-1.196139,1.201159,0.993357,-0.600933,-2.177319,0.614025,-0.202347,-0.571654,0.711495,0.171731,-0.896719,-0.461535,0.011634,0.568220,170.339113,1.168790,-1.799392,0.542468,0.255930,1.004963,-1.000040,-1.114791,0.705158,0.245523,0.182845,0.743702,0.426419,0.260808,-0.328594,0.366048
0.408406,0.399921,1.302658,0.309769,0.539104,0.450049,-1.291618,0.260612,1.045399,0.366680,0.369470,0.421294,0.870412,1.312923,0.421192,0.170834,0.198123,1.233122,-1.362392,1.204514,0.993357,-0.531575,-1.844700,0.974211,-0.383250,-0.941255,1.193083,0.351114,0.219376,-0.667894,0.193406,0.242813,392.040877,1.289415,-1.729738,0.577836,0.259478,0.954668,-1.000040,-0.951455,0.409179,0.360881,0.388154,0.224959,0.551857,0.655004,-0.495788,0.283572
0.408406,0.711777,3.249704,0.211301,0.402849,0.559584,-1.560188,0.217567,0.901697,0.126781,0.332311,0.504891,0.800880,0.304080,0.301913,0.140685,0.081276,1.233122,-1.640839,1.103979,0.166266,-0.724040,-2.135243,0.974211,-0.199107,-0.336356,1.193083,0.122032,-0.795232,-0.667894,-0.045070,0.255236,937.954006,1.432816,-1.410062,0.101562,0.127200,1.697073,-0.417580,0.197251,0.284179,0.050772,0.405321,0.508562,0.239743,0.284771,-0.495788,0.032847
-0.590640,0.776659,2.300683,0.444035,0.471452,0.550122,-1.416092,0.561427,0.095667,0.162050,0.137494,0.387688,0.724037,0.930805,0.428630,0.172417,0.287707,0.541059,-1.493465,0.916831,0.680885,-0.816278,-1.416063,0.231170,-0.852626,-0.823964,0.860613,0.172202,-1.067838,-0.583167,-0.080981,0.417733,806.857273,1.335686,-1.415213,0.127249,0.291186,2.117967,-0.506166,-0.632840,0.488776,0.205132,0.419895,0.318138,1.244835,0.919494,-0.562962,0.493108
-0.590640,0.632543,0.505981,0.580625,0.554397,0.513461,-1.389771,0.535645,0.867651,0.255513,0.170135,0.487536,0.724037,0.930805,0.435184,0.207805,0.334652,0.821374,-1.466462,0.956127,1.138809,-0.816278,-2.353891,0.491793,-0.852626,-0.823964,0.835515,0.192862,-1.067838,-0.617973,-0.103287,0.496530,181.766350,1.401143,-1.729612,0.602855,0.340494,1.718381,-1.023205,-1.011668,0.691356,0.224074,0.400332,0.725177,1.244835,0.919494,-0.671380,0.493108
