label,trial,gait
stand,1,1.000445e+01
stand,1,3.500815e+01
stand,1,6.001186e+01
stand,1,8.500074e+01
stand-walk,1,1.001076e+01
stand-walk,1,3.509150e+01
stand-walk,1,6.006459e+01
stand-walk,1,8.503767e+01
walk,1,1.006787e+01
walk,1,3.506787e+01
walk,1,6.006787e+01
walk,1,8.506787e+01
walk,1,1.008403e+01
walk,1,3.508403e+01
turn2,1,6.008403e+01
turn2,1,8.508403e+01
turn2,1,1.009709e+01
turn2,1,3.504854e+01
turn2,1,6.009709e+01
turn2,1,8.504854e+01
turn1,1,1.002088e+01
turn1,1,3.507307e+01
turn1,1,6.002088e+01
turn1,1,8.507307e+01
turn1,1,1.005405e+01
turn1,1,3.502703e+01
walk,1,6.010811e+01
walk,1,8.508108e+01
walk,1,1.007269e+01
walk,1,3.509865e+01
walk,1,6.002077e+01
walk,1,8.504673e+01
walk,1,1.004926e+01
walk,1,3.507389e+01
walk,1,6.009852e+01
walk,1,8.502463e+01
walk-stand,1,1.003836e+01
walk-stand,1,3.503836e+01
walk-stand,1,6.003836e+01
idle,1,8.503836e+01
idle,1,1.012216e+01
idle,1,3.507853e+01
idle,1,6.003490e+01
idle,1,8.516579e+01
idle,2,6.005747e+01
idle,2,8.505747e+01
idle,2,1.004431e+01
idle,2,3.500739e+01
stand,2,6.004431e+01
stand,2,8.500739e+01
stand-walk,2,1.007345e+01
stand-walk,2,3.504722e+01
stand-walk,2,6.002099e+01
stand-walk,2,8.509969e+01
walk,2,1.010989e+01
walk,2,3.505495e+01
walk,2,6.010989e+01
walk,2,8.505495e+01
walk,2,1.007503e+01
turn2,2,3.504823e+01
turn2,2,6.002144e+01
turn2,2,8.510182e+01
turn2,2,1.004098e+01
turn2,2,3.504098e+01
turn2,2,6.004098e+01
turn2,2,8.504098e+01
turn1,2,1.008316e+01
turn1,2,3.503119e+01
turn1,2,6.008316e+01
turn1,2,8.503119e+01
turn1,2,1.010526e+01
turn1,2,3.505263e+01
walk,2,6.010526e+01
walk,2,8.505263e+01
walk,2,1.004975e+01
walk,2,3.502488e+01
walk,2,6.009950e+01
walk,2,8.507463e+01
walk,2,1.001946e+01
walk,2,3.501946e+01
walk,2,6.001946e+01
walk,2,8.501946e+01
walk-stand,2,1.005322e+01
walk-stand,2,3.500887e+01
walk-stand,2,6.002365e+01
idle,2,8.503844e+01
idle,2,1.007067e+01
idle,2,3.515901e+01
idle,2,6.007067e+01
idle,2,8.515901e+01
idle,3,3.504075e+01
stand,3,6.001164e+01
stand,3,8.504075e+01
stand-walk,3,1.006356e+01
stand-walk,3,3.506356e+01
stand-walk,3,6.006356e+01
stand-walk,3,8.506356e+01
walk,3,1.009667e+01
walk,3,3.501611e+01
walk,3,6.004296e+01
walk,3,8.506982e+01
walk,3,1.001043e+01
