feat_3,feat_12,feat_33,feat_155,feat_187,feat_245,feat_37,feat_5,feat_19,feat_180,feat_185,feat_255,feat_189,feat_149,feat_230,feat_175,feat_145,feat_254,feat_39,feat_169,feat_164,feat_213,feat_107,feat_194,feat_163,feat_198,feat_229,feat_205,feat_18,feat_223,feat_139,feat_25,feat_36,feat_40,feat_127,feat_190,feat_210,feat_28,feat_158,feat_13,feat_15,feat_150,feat_250,feat_20,feat_144,feat_239,feat_218,feat_209
-0.809327,0.791922,0.559389,0.438495,0.360722,0.388055,-1.223781,0.204238,0.515070,0.242913,0.423321,0.425653,0.734470,0.749554,0.458141,0.522616,0.474534,0.793232,-1.198821,1.157939,1.356106,-0.765236,-1.503385,1.486605,-0.756705,-1.405684,1.075989,0.295082,-0.560886,-0.542940,0.250431,0.257924,293.108758,1.156442,-1.875874,0.249569,0.396587,1.482541,-0.473214,0.289114,0.151944,0.292477,0.312357,0.314236,2.427825,0.590849,-1.016824,1.120550
0.413161,1.049666,0.381976,0.027232,0.319396,0.044101,-0.858802,0.074565,-0.548044,0.032870,0.068394,0.121663,0.418022,-0.001625,0.037739,0.043828,0.016485,0.106799,-1.015861,0.553485,0.088889,-0.190198,-1.325968,0.072091,0.041382,-0.170080,0.349245,0.083356,-0.647739,-0.378276,0.152845,0.149855,163.751903,0.950772,-1.584093,0.044172,0.063370,1.007149,-0.294222,0.932190,0.069244,0.002747,0.080301,0.031052,0.165323,0.081963,0.392116,0.183904
1.814680,0.624426,0.300088,0.058758,0.336957,0.379371,-1.428980,0.156245,-0.175860,0.023055,0.059862,0.408000,0.379111,0.013998,0.211023,0.124665,0.036213,1.021573,-0.984550,0.979523,0.135040,-0.010198,-1.558352,0.454893,0.050437,-0.019415,0.599033,0.077012,-0.430432,-0.319820,0.150560,0.284132,135.308098,0.850653,-1.633402,0.015056,0.140123,1.229508,-0.303782,0.583456,0.029206,0.014051,0.234386,0.090893,0.167520,0.738914,0.213604,0.305680
-0.692626,0.661267,4.653386,0.214398,0.550213,0.388110,-1.668912,1.121718,-0.017715,0.132616,0.328046,0.508846,0.952141,0.527886,0.519368,0.393464,0.307341,0.966672,-1.745017,0.588743,0.115799,-0.653259,-1.459617,0.338489,-0.935338,-0.949512,0.787304,0.250178,-0.834883,-0.656609,0.285654,0.538028,1718.318310,1.530777,-1.646320,0.190620,0.237158,1.840116,-0.519000,-0.587506,0.399879,0.126058,0.395547,0.205920,1.371709,0.784113,-1.186553,0.772817
-0.692626,0.710935,0.887776,0.314172,0.640826,0.275358,-1.609938,0.861680,1.532900,0.178212,0.433363,0.462172,0.952141,0.527886,0.619933,0.495892,0.337784,0.966672,-1.586461,1.435954,1.165432,-0.653259,-1.660543,0.739138,-0.935338,-0.949512,1.247021,0.262802,-0.834883,-0.635658,0.285654,1.224708,377.472509,1.407008,-1.545635,0.680922,0.292691,1.380654,-0.990302,-1.160777,0.730679,0.125464,0.357930,0.857801,1.371709,0.784113,-1.186553,0.772817
-0.796630,0.517338,0.295952,0.388982,0.681650,0.416922,-1.634344,0.655660,1.532900,0.441386,0.462835,0.374567,1.074263,1.086249,0.704886,0.599560,0.374125,0.847131,-1.610888,1.435954,1.165432,-1.455026,-1.703298,1.870433,-1.348090,-1.379989,1.117849,0.539013,0.686945,-1.051252,2.291126,0.936865,134.942868,1.428229,-1.819417,0.721103,0.563274,1.065717,-0.985036,-1.159584,0.593069,0.404212,0.526639,0.244539,1.295177,0.842703,-1.657758,1.883917
-0.796630,0.498435,1.968558,0.289589,0.594589,0.257697,-1.511281,0.678659,1.094114,0.336731,0.435970,0.407489,1.074263,1.086249,0.603949,0.538438,0.316855,0.756463,-1.280821,0.754910,0.081360,-1.455026,-1.896405,1.870433,-1.348090,-1.379989,1.167413,0.442772,-0.695501,-1.189778,2.291126,0.167717,681.663842,1.073195,-1.698403,0.166689,0.539455,1.694036,-0.325471,0.273529,0.215147,0.207724,0.575799,0.503958,1.295177,0.842703,-1.657758,1.883917
-1.473139,0.637542,2.024813,0.291975,0.657606,0.416818,-1.465523,0.919031,0.613105,0.165835,0.584510,0.696038,1.087481,1.140596,0.697528,0.454855,0.321105,1.267332,-1.459430,0.635900,0.075909,-0.452044,-1.759736,0.377933,-1.353276,-1.398095,1.167413,0.284403,-1.380597,-1.189778,0.157823,0.508615,886.703318,1.310105,-1.668242,0.197585,0.385805,1.786757,-0.850396,-0.682335,0.421442,0.233482,0.453834,0.617464,1.375178,1.083337,-1.076251,1.525908
-1.473139,0.719728,0.716347,0.413684,0.769982,0.333151,-1.572641,0.911536,1.003707,0.230739,0.608655,0.738032,1.087481,1.140596,0.701665,0.535375,0.305547,1.267332,-1.448986,1.076006,1.127537,-0.452044,-1.762695,0.885303,-1.353276,-1.398095,1.206739,0.337762,-1.380597,-0.839766,0.347546,0.969940,349.704912,1.326243,-1.796910,0.821926,0.434000,1.694921,-1.137143,-1.101441,0.792161,0.240267,0.365327,0.850835,1.375178,1.083337,-1.076251,1.525908
-0.750009,0.542025,0.500656,0.680151,0.826867,0.356434,-1.653980,0.559669,1.003707,0.449366,0.578721,0.428562,1.254109,1.420959,0.697330,0.704846,0.551109,1.184281,-1.625713,1.108035,1.154939,-1.311928,-1.795676,1.767378,-1.533057,-1.386129,1.206739,0.599382,0.041111,-0.986040,1.804663,0.540390,196.270401,1.531901,-1.837746,0.871715,0.461841,1.452555,-1.137143,-1.038797,0.592737,0.500356,0.317427,0.215435,1.502986,1.232306,-0.681284,1.180366
-0.750009,0.565876,1.383705,0.512999,0.618146,0.260546,-1.100712,0.517965,0.572592,0.308070,0.639110,0.868186,1.254109,1.420959,0.673196,0.687386,0.397385,1.529983,-0.475138,1.108035,0.119395,-1.311928,-1.716388,1.767378,-1.533057,-1.312048,1.292497,0.347612,-0.840010,-1.278932,1.804663,0.187500,518.468449,0.425566,-1.673740,0.226624,0.359218,1.474615,-0.321092,0.308467,0.223965,0.297962,0.446721,0.408743,1.502986,1.232306,-0.681284,1.180366
-1.767143,0.653678,1.293475,0.276126,0.638431,0.461230,-1.662543,0.905131,0.154839,0.187508,0.683914,0.931026,1.090921,1.103552,0.827338,0.516298,0.331230,1.744390,-1.590438,0.562452,0.119395,-0.916242,-1.859126,0.410474,-1.485252,-1.399690,1.292497,0.331215,-1.502841,-1.278932,0.132547,0.741364,623.167038,1.370132,-1.714507,0.208743,0.400933,1.516505,-0.962999,-0.723195,0.431120,0.220949,0.432710,0.519632,1.944740,1.373651,-1.047633,1.577535
-1.767143,0.715554,0.595921,0.358336,0.754106,0.504388,-1.581844,0.941852,0.913495,0.254883,0.674873,0.737011,1.090921,1.103552,0.815682,0.563655,0.307353,1.744390,-1.294733,1.148222,1.363125,-0.916242,-1.782234,0.355392,-1.485252,-1.399690,1.191977,0.363662,-1.502841,-0.702696,0.394838,1.028584,310.783470,1.098368,-1.567284,0.803145,0.456252,1.114680,-1.117252,-1.102046,0.785930,0.241629,0.390351,0.882071,1.944740,1.373651,-1.047633,1.577535
-1.021900,0.563540,0.397719,0.591348,0.777436,0.281489,-1.581354,0.629323,0.913495,0.399567,0.500374,0.432946,1.190730,1.458336,0.633655,0.785535,0.596625,0.666032,-1.535613,1.043380,1.363125,-1.913490,-1.649895,1.444982,-1.703125,-1.398726,1.191977,0.606532,-0.073762,-0.837177,1.281441,0.923183,169.317313,1.306706,-1.589146,0.820885,0.555880,1.121724,-1.112107,-1.025325,0.595619,0.558305,0.350465,0.214977,2.421172,0.889168,-1.332190,1.235676
-1.021900,0.674055,1.491914,0.465749,0.585670,0.287461,-0.525711,0.568270,0.510625,0.260754,0.452056,0.857311,1.190730,1.458336,0.716239,0.777588,0.480528,1.266693,-0.190510,0.938122,0.060741,-1.913490,-1.339704,1.444982,-1.703125,-1.398726,1.435092,0.381634,-1.022452,-1.245975,1.281441,0.308240,572.793257,0.200328,-1.627389,0.212831,0.448457,1.506003,-0.347424,0.381464,0.233607,0.382970,0.647231,0.473109,2.421172,0.889168,-1.332190,1.235676
-2.262482,0.692272,1.648890,0.287391,0.629825,0.330230,-1.501674,0.969382,-0.027472,0.150709,0.758777,1.138008,0.928341,0.863636,0.669380,0.591321,0.404244,2.040979,-1.426982,0.629909,0.077123,-0.448201,-1.537315,0.221152,-1.511161,-1.389954,1.435092,0.295935,-1.574536,-1.245975,0.151715,0.414481,748.251234,1.180139,-1.678191,0.204827,0.413565,1.670743,-1.030817,-0.775667,0.485161,0.181842,0.608830,0.475857,1.922283,1.127775,-0.942596,1.424460
