feat_3,feat_12,feat_33,feat_155,feat_187,feat_245,feat_37,feat_5,feat_19,feat_180,feat_185,feat_255,feat_189,feat_149,feat_230,feat_175,feat_145,feat_254,feat_39,feat_169,feat_164,feat_213,feat_107,feat_194,feat_163,feat_198,feat_229,feat_205,feat_18,feat_223,feat_139,feat_25,feat_36,feat_40,feat_127,feat_190,feat_210,feat_28,feat_158,feat_13,feat_15,feat_150,feat_250,feat_20,feat_144,feat_239,feat_218,feat_209
-0.090984,1.083004,0.281822,0.032167,1.554978,0.440506,-0.930457,0.031618,-0.327412,0.017958,0.068442,0.376030,1.672365,-1.110193,0.112696,0.108355,0.045901,-6.772475,-0.897189,0.382793,-0.169246,1.183533,-1.155099,2.158216,-0.236501,0.892681,-1.932318,0.075970,-0.417759,0.914421,0.962666,0.039677,148.349970,0.813230,-0.995304,0.067977,0.050569,1.049957,0.305664,1.055640,0.014838,0.047051,0.274256,0.018459,0.755906,18.019116,4.003323,-1.075361
-0.122636,1.141656,0.273430,0.032167,0.820079,0.440506,-0.804519,0.015017,-0.383336,0.017958,0.068442,0.376030,0.937466,-0.601523,0.112696,0.108355,0.045901,-2.707199,-0.675335,0.473030,0.041279,0.458761,-0.951584,0.924664,-0.025976,0.415471,-0.713953,0.075970,-0.490693,0.281897,0.552503,0.094007,149.748974,0.726037,-1.048912,0.067977,0.050569,0.979485,-0.107796,1.131767,0.006209,0.047051,0.274256,0.025499,0.259670,8.970191,1.738204,-0.528656
-0.112241,1.142738,0.254231,0.000588,0.213698,0.050932,-0.750739,0.017870,-0.344909,0.001711,0.002470,0.032518,0.216422,-0.262072,0.013800,0.002569,0.001324,-0.055307,-0.716511,0.531558,0.182063,-0.029657,-0.829239,-0.258866,0.179423,0.079325,0.120036,0.005271,-0.418864,-0.143153,0.151778,0.076552,115.597014,0.664204,-1.152196,0.001028,0.006141,0.943197,-0.382386,1.135652,0.002792,0.000492,0.070268,0.017807,-0.225507,0.266821,0.218850,-0.161144
-0.056095,1.084375,0.224799,0.003465,0.232076,0.056643,-1.350437,0.065297,-0.314968,0.005311,0.014455,0.030308,0.255220,-0.261901,0.012718,0.006215,0.002553,-0.003510,-1.065311,0.550443,0.188157,-0.064644,-1.156445,-0.212075,0.178388,0.032124,0.134947,0.036145,-0.480001,-0.202364,0.154657,0.118483,104.022727,1.023396,-1.028685,0.010557,0.028564,0.803861,-0.383833,0.989184,0.049599,0.000668,0.098345,0.041889,-0.219588,0.233842,-0.014181,-0.081650
-1.852520,0.791527,3.874218,0.299844,0.510139,0.569309,-1.582202,1.205650,0.934476,0.196647,0.169299,0.309340,0.859322,0.696814,0.475896,0.189545,0.223804,0.106933,-1.548474,0.634965,0.197085,-0.589704,-2.015006,0.975986,-0.808448,-0.988063,0.809336,0.306690,-0.894534,-0.640227,0.443689,0.395804,1337.276491,1.384693,-1.226324,0.211508,0.204183,1.981249,-0.929559,-1.144840,0.630986,0.196402,0.865887,0.449447,0.764213,1.223339,-0.434560,0.250008
-1.852520,0.788492,0.979213,0.364763,0.740217,0.550049,-1.622663,0.951421,2.252889,0.319853,0.329244,0.344552,0.859322,0.696814,0.497650,0.295693,0.319978,0.796543,-1.593520,0.835662,1.255034,-0.589704,-2.064892,0.988059,-0.808448,-0.988063,0.855134,0.363545,-0.894534,-0.518317,0.443689,0.630325,369.685893,1.435327,-1.304842,0.800885,0.206962,0.947997,-1.180724,-1.516038,0.841064,0.186787,1.043674,1.190727,0.764213,1.194706,-0.542393,0.250008
-1.161129,0.486022,0.559418,0.558452,0.809808,0.936323,-1.558072,0.620580,2.252889,0.640419,0.746070,0.572365,1.119726,0.906716,0.527555,0.507642,0.447714,1.492330,-1.633049,0.994202,1.255034,-0.804895,-1.995188,1.414891,-1.359899,-1.167458,0.855134,0.656567,1.251566,-1.195082,2.507344,0.935918,198.748532,1.399960,-1.548881,0.856241,0.509668,1.291674,-1.180724,-1.320537,0.586577,0.407024,1.020924,0.310028,1.389305,1.643986,-2.111722,1.178397
-1.161129,0.499050,2.402772,0.415601,0.493369,0.680758,-1.476653,0.562716,1.599525,0.358228,0.588850,0.475167,1.119726,0.906716,0.771434,0.416861,0.310806,0.619798,-1.262861,0.830553,0.199958,-0.720106,-1.468783,1.414891,-1.359899,-1.167458,1.529801,0.390994,-0.435680,-1.362576,2.507344,0.312446,727.410060,0.996874,-1.318883,0.220770,0.465611,1.129812,-0.477003,0.028810,0.383537,0.267409,0.546922,0.755617,1.389305,0.980326,-2.111722,1.178397
-1.204029,0.719623,1.947411,0.195055,0.573702,0.878285,-1.624696,0.560173,1.359920,0.214529,0.340725,0.672185,1.127471,1.312078,0.821221,0.293950,0.424462,1.385574,-1.553536,0.970114,0.350687,-1.097625,-1.750660,0.299322,-1.487753,-1.167827,1.529801,0.425820,-1.118936,-1.362576,0.548148,0.519401,757.250377,1.410704,-1.254483,0.324011,0.375999,1.699982,-0.918612,-1.185245,0.721054,0.286180,0.616733,0.659282,1.780217,1.854201,-0.855725,0.990153
-1.204029,0.754664,0.517011,0.262657,0.823148,0.880369,-1.568788,0.606967,1.191303,0.401134,0.454121,0.835562,1.127471,1.312078,0.836177,0.291666,0.481391,1.385574,-1.466015,0.981252,1.264654,-1.097625,-2.118290,0.368680,-1.487753,-1.167827,1.551823,0.519298,-1.118936,-0.591296,0.548148,0.377281,233.551010,1.303414,-1.320737,0.881060,0.363046,0.181061,-1.067538,-1.214884,0.825409,0.287960,0.646992,0.767845,1.780217,1.854201,-0.855725,0.990153
-1.091419,0.437663,0.627113,0.565847,0.785748,0.828888,-1.225107,0.538122,1.239195,0.656224,0.729800,0.739250,1.221613,1.130646,0.815189,0.431004,0.514212,1.772503,-0.682939,1.149633,1.264654,-0.900455,-2.116342,1.764304,-1.219547,-1.185914,1.551823,0.644964,0.331422,-1.040993,2.672865,0.612611,206.956817,0.650210,-1.355313,0.846184,0.718808,1.279513,-1.067538,-0.919628,0.479897,0.414895,0.671147,0.244576,1.175152,1.957861,-2.996539,1.290644
-1.091419,0.535970,3.013363,0.493755,0.507249,0.786593,-1.551228,0.583494,1.239195,0.330347,0.617550,0.638057,1.221613,1.130646,0.834673,0.370448,0.229674,0.245564,-1.350963,1.003300,0.259841,-0.900455,-1.468010,1.764304,-1.219547,-1.185914,1.590844,0.454646,-0.761245,-1.440133,2.058370,0.378245,889.956809,1.098299,-1.276981,0.260831,0.687851,1.492710,-0.503987,0.030905,0.396627,0.264340,0.874989,0.713804,0.588456,1.621963,-2.996539,1.290644
-1.483825,0.763439,2.524458,0.270183,0.611589,0.957738,-1.564025,0.743109,0.985773,0.241960,0.518412,0.616864,1.079123,1.124202,0.908969,0.403371,0.362012,0.431736,-1.368895,0.885120,0.259841,-1.871290,-1.865196,0.685039,-1.376574,-1.186649,1.590844,0.496644,-1.397761,-1.440133,0.282270,0.318878,960.685172,1.069256,-1.409833,0.304924,0.617249,1.526180,-1.085843,-1.498052,0.798072,0.263480,1.412066,0.715006,1.504273,2.658521,-1.496745,1.140996
-1.483825,0.905283,0.818416,0.298687,0.886777,1.098712,-1.478511,0.774930,1.435388,0.347568,0.693281,0.748278,1.079123,1.124202,0.893639,0.439542,0.452548,1.498357,-1.206733,1.057479,1.714207,-1.871290,-1.966593,0.603224,-1.376574,-1.186649,1.509979,0.544662,-1.397761,-0.558431,0.543825,0.348466,367.866679,0.994024,-1.475329,0.936932,0.624359,1.278920,-1.188257,-1.782580,0.964146,0.276435,1.640207,1.029793,1.504273,2.658521,-1.496745,1.140996
-0.996832,0.482844,0.764383,0.497285,0.849931,0.796498,-1.512805,0.598040,1.435388,0.619799,0.634437,0.802575,1.098555,1.222166,0.858046,0.415804,0.507246,1.780613,-1.739912,1.217566,1.714207,-1.306288,-1.924365,2.846178,-0.779518,-1.135923,1.509979,0.636855,0.509875,-1.230036,2.078006,0.784719,253.359883,1.475892,-1.482006,0.902122,0.712352,1.757708,-1.188257,-1.625164,0.638092,0.376610,1.515390,0.255634,1.092789,2.465336,-3.383955,1.587114
-0.996832,0.446691,1.660431,0.400792,0.498078,0.703658,-1.395005,0.488931,1.089467,0.530143,0.482240,0.547456,1.098555,1.222166,0.852081,0.344713,0.367392,1.035477,-1.364611,0.864077,0.252659,-1.306288,-1.544903,2.846178,-0.779518,-0.973862,1.635345,0.439168,-0.838327,-1.502468,2.078006,0.388892,587.104549,1.070641,-1.244364,0.254401,0.600725,1.436558,-0.593877,0.004517,0.403047,0.249352,1.265881,0.648013,1.092789,2.281056,-3.383955,1.587114
-1.146849,0.721851,1.521703,0.314050,0.562607,0.903122,-1.637390,0.549957,1.043879,0.244912,0.399931,0.913326,1.191169,1.345887,0.808587,0.477065,0.431607,1.939536,-1.765512,0.889271,0.214070,-1.709454,-1.857801,0.329007,-1.454118,-1.157469,1.635345,0.536065,-1.263816,-1.502468,0.430253,0.494263,646.708980,1.538410,-1.129107,0.336095,0.662845,2.223643,-1.049556,-1.467646,0.785375,0.324308,1.103415,0.659414,1.520601,2.312640,-0.989766,1.715571
