label,trial,gait
stand,1,1.001600e+01
stand,1,3.500800e+01
stand,1,6.001600e+01
stand,1,8.500800e+01
stand-walk,1,1.005976e+01
stand-walk,1,3.505976e+01
stand-walk,1,6.005976e+01
stand-walk,1,8.505976e+01
walk,1,1.005181e+01
walk,1,3.502591e+01
walk,1,6.010363e+01
walk,1,8.507772e+01
walk,1,1.002066e+01
turn2,1,3.502066e+01
turn2,1,6.002066e+01
turn2,1,8.502066e+01
turn2,1,1.006098e+01
turn2,1,3.506098e+01
turn2,1,6.006098e+01
turn2,1,8.506098e+01
turn2,1,1.010101e+01
turn1,1,3.505051e+01
turn1,1,6.010101e+01
turn1,1,8.505051e+01
turn1,1,1.010309e+01
turn1,1,3.505155e+01
walk,1,6.010309e+01
walk,1,8.505155e+01
walk,1,1.002132e+01
walk,1,3.507463e+01
walk,1,6.002132e+01
walk,1,8.507463e+01
walk,1,1.010638e+01
walk,1,3.510638e+01
walk,1,6.010638e+01
walk,1,8.510638e+01
walk,1,1.002024e+01
walk,1,3.502024e+01
walk,1,6.002024e+01
walk,1,8.502024e+01
walk-stand,1,1.001100e+01
walk-stand,1,3.503850e+01
stand,1,6.001100e+01
idle,1,8.503850e+01
idle,1,1.011450e+01
idle,1,3.511450e+01
idle,1,6.011450e+01
idle,1,8.511450e+01
idle,2,3.501967e+01
stand,2,6.000562e+01
stand,2,8.501967e+01
stand-walk,2,1.005025e+01
stand-walk,2,3.507538e+01
stand-walk,2,6.010050e+01
stand-walk,2,8.502513e+01
walk,2,1.006224e+01
walk,2,3.506224e+01
walk,2,6.006224e+01
walk,2,8.506224e+01
walk,2,1.003040e+01
turn2,2,3.505572e+01
turn2,2,6.008105e+01
turn2,2,8.500507e+01
turn2,2,1.004975e+01
turn2,2,3.502488e+01
turn2,2,6.009950e+01
turn2,2,8.507463e+01
turn2,2,1.002024e+01
turn1,2,3.502024e+01
turn1,2,6.002024e+01
turn1,2,8.502024e+01
turn1,2,1.002865e+01
turn1,2,3.505253e+01
turn1,2,6.007641e+01
walk,2,8.500478e+01
walk,2,1.003071e+01
walk,2,3.500512e+01
walk,2,6.008188e+01
walk,2,8.505629e+01
walk,2,1.010526e+01
walk,2,3.505263e+01
walk,2,6.010526e+01
walk,2,8.505263e+01
walk,2,1.001984e+01
walk,2,3.501984e+01
walk,2,6.001984e+01
walk,2,8.501984e+01
walk-stand,2,1.001855e+01
walk-stand,2,3.500309e+01
walk-stand,2,6.004947e+01
idle,2,8.503401e+01
idle,2,1.012839e+01
idle,2,3.509272e+01
idle,2,6.005706e+01
idle,2,8.502140e+01
idle,3,3.505080e+01
idle,3,6.001451e+01
idle,3,8.505080e+01
idle,3,1.000278e+01
idle,3,3.500972e+01
stand,3,6.001667e+01
stand,3,8.502362e+01
stand-walk,3,1.007905e+01
stand-walk,3,3.507905e+01
stand-walk,3,6.007905e+01
stand-walk,3,8.507905e+01
walk,3,1.004098e+01
walk,3,3.504098e+01
walk,3,6.004098e+01
walk,3,8.504098e+01
walk,3,1.001011e+01
walk,3,3.508595e+01
turn2,3,6.006067e+01
turn2,3,8.503539e+01
turn2,3,1.003976e+01
turn2,3,3.508946e+01
turn2,3,6.003976e+01
turn2,3,8.508946e+01
turn2,3,1.002950e+01
turn1,3,3.500492e+01
turn1,3,6.007866e+01
turn1,3,8.505408e+01
turn1,3,1.001965e+01
turn1,3,3.506876e+01
turn1,3,6.001965e+01
walk,3,8.506876e+01
walk,3,1.001032e+01
walk,3,3.508772e+01
walk,3,6.006192e+01
walk,3,8.503612e+01
walk,3,1.005976e+01
walk,3,3.505976e+01
walk,3,6.005976e+01
walk,3,8.505976e+01
walk,3,1.010000e+01
walk,3,3.510000e+01
walk,3,6.010000e+01
walk,3,8.510000e+01
walk-stand,3,1.004440e+01
walk-stand,3,3.501665e+01
walk-stand,3,6.004440e+01
idle,3,8.501665e+01
idle,3,1.006623e+01
idle,3,3.509934e+01
idle,3,6.013245e+01
idle,3,8.503311e+01
idle,4,8.502340e+01
idle,4,1.001646e+01
stand,4,3.501058e+01
stand,4,6.000470e+01
stand,4,8.502234e+01
stand-walk,4,1.005803e+01
stand-walk,4,3.500967e+01
stand-walk,4,6.005803e+01
stand-walk,4,8.500967e+01
walk,4,1.009082e+01
walk,4,3.501514e+01
walk,4,6.004036e+01
walk,4,8.506559e+01
walk,4,1.006036e+01
walk,4,3.501006e+01
turn2,4,6.006036e+01
turn2,4,8.501006e+01
turn2,4,1.010204e+01
turn2,4,3.510204e+01
turn2,4,6.010204e+01
turn2,4,8.510204e+01
turn2,4,1.007049e+01
turn2,4,3.504532e+01
turn1,4,6.002014e+01
turn1,4,8.509567e+01
turn1,4,1.000894e+01
turn1,4,3.503128e+01
turn1,4,6.005362e+01
walk,4,8.507596e+01
walk,4,1.001927e+01
walk,4,3.506744e+01
walk,4,6.001927e+01
walk,4,8.506744e+01
walk,4,1.001011e+01
walk,4,3.508595e+01
walk,4,6.006067e+01
walk,4,8.503539e+01
walk,4,1.002921e+01
walk,4,3.505355e+01
walk,4,6.007790e+01
walk,4,8.500487e+01
walk-stand,4,1.003678e+01
walk-stand,4,3.504992e+01
walk-stand,4,6.001051e+01
idle,4,8.502365e+01
idle,4,1.006390e+01
idle,4,3.514377e+01
idle,4,6.006390e+01
idle,4,8.514377e+01
idle,5,6.001512e+01
idle,5,8.503401e+01
idle,5,1.002445e+01
stand,5,3.501222e+01
stand,5,6.004890e+01
stand,5,8.503667e+01
stand-walk,5,1.005639e+01
stand-walk,5,3.505639e+01
stand-walk,5,6.005639e+01
stand-walk,5,8.505639e+01
walk,5,1.003976e+01
walk,5,3.508946e+01
walk,5,6.003976e+01
walk,5,8.508946e+01
walk,5,1.001965e+01
walk,5,3.506876e+01
turn2,5,6.001965e+01
turn2,5,8.506876e+01
turn2,5,1.000981e+01
turn2,5,3.503435e+01
turn2,5,6.005888e+01
turn2,5,8.508342e+01
turn2,5,1.005639e+01
turn1,5,3.505639e+01
turn1,5,6.005639e+01
turn1,5,8.505639e+01
turn1,5,1.000944e+01
turn1,5,3.503305e+01
turn1,5,6.005666e+01
walk,5,8.508026e+01
walk,5,1.006098e+01
walk,5,3.506098e+01
walk,5,6.006098e+01
walk,5,8.506098e+01
walk,5,1.001001e+01
walk,5,3.503504e+01
walk,5,6.006006e+01
walk,5,8.508509e+01
walk,5,1.005859e+01
walk,5,3.505859e+01
walk,5,6.005859e+01
walk,5,8.505859e+01
walk-stand,5,1.000516e+01
walk-stand,5,3.501805e+01
walk-stand,5,6.003094e+01
idle,5,8.504384e+01
idle,5,1.008174e+01
idle,5,3.501362e+01
idle,5,6.008174e+01
idle,5,8.501362e+01
stand,1,1.000760e+01
stand,1,3.501141e+01
stand,1,6.001521e+01
stand,1,8.500380e+01
stand-walk,1,1.004082e+01
stand-walk,1,3.502041e+01
stand-walk,1,6.008163e+01
stand-walk,1,8.506122e+01
walk,1,1.006648e+01
walk,1,3.504274e+01
walk,1,6.001899e+01
walk,1,8.509022e+01
walk,1,1.004255e+01
walk,1,3.506383e+01
walk,1,6.008511e+01
turn2,1,8.502128e+01
turn2,1,1.007326e+01
turn2,1,3.507326e+01
turn2,1,6.007326e+01
turn2,1,8.507326e+01
turn2,1,1.016260e+01
turn2,1,3.536585e+01
turn2,1,6.016260e+01
turn2,1,8.536585e+01
turn2,1,1.001164e+01
turn2,1,3.504075e+01
turn2,1,6.006985e+01
turn2,1,8.509895e+01
turn1,1,1.000886e+01
turn1,1,3.507529e+01
turn1,1,6.005314e+01
turn1,1,8.503100e+01
turn1,1,1.006233e+01
turn1,1,3.508459e+01
turn1,1,6.001781e+01
walk,1,8.504007e+01
walk,1,1.001821e+01
walk,1,3.506375e+01
walk,1,6.001821e+01
walk,1,8.506375e+01
walk,1,1.004739e+01
walk,1,3.507109e+01
walk,1,6.009479e+01
walk,1,8.502370e+01
walk,1,1.006648e+01
walk,1,3.504274e+01
walk,1,6.001899e+01
walk,1,8.509022e+01
walk-stand,1,1.004994e+01
walk-stand,1,3.501873e+01
walk-stand,1,6.004994e+01
idle,1,8.501873e+01
idle,1,1.011236e+01
idle,1,3.511236e+01
idle,1,6.011236e+01
idle,1,8.511236e+01
idle,2,3.502935e+01
idle,2,6.001305e+01
idle,2,8.506197e+01
idle,2,1.016949e+01
idle,2,3.508475e+01
idle,2,6.016949e+01
