feat_3,feat_12,feat_33,feat_155,feat_187,feat_245,feat_37,feat_5,feat_19,feat_180,feat_185,feat_255,feat_189,feat_149,feat_230,feat_175,feat_145,feat_254,feat_39,feat_169,feat_164,feat_213,feat_107,feat_194,feat_163,feat_198,feat_229,feat_205,feat_18,feat_223,feat_139,feat_25,feat_36,feat_40,feat_127,feat_190,feat_210,feat_28,feat_158,feat_13,feat_15,feat_150,feat_250,feat_20,feat_144,feat_239,feat_218,feat_209
0.376975,1.108188,0.285776,0.000320,0.378344,0.007334,-0.831960,0.020857,-0.577161,0.016425,0.000997,0.004870,0.379580,1.051804,0.018063,0.117022,0.050523,-0.250043,-0.957446,-0.644515,0.017003,-0.024871,-1.193842,-0.359843,0.013129,2.212354,-0.225108,0.046716,-0.659164,-0.115520,-1.494447,0.042466,164.303009,0.733946,-1.542541,0.000745,0.036214,1.188324,-0.367407,1.090361,0.008715,0.029368,0.012295,0.019819,-2.300455,-0.919536,-0.009169,-1.417421
0.397348,1.073689,0.260955,0.000710,0.378322,0.009784,-0.778787,0.023293,-0.574695,0.016425,0.000698,0.006085,0.379038,0.590999,0.018063,0.117022,0.050523,-0.236579,-0.930035,-0.140353,0.017308,-0.023933,-1.184070,-0.366316,0.014850,1.347876,0.058304,0.046716,-0.657305,-0.113599,-0.759879,0.051140,158.022397,0.710052,-1.548088,0.000365,0.036214,1.161355,-0.364274,1.049983,0.010865,0.029368,0.005188,0.015872,-1.507719,-0.329823,-0.010979,-0.849208
0.434049,1.032256,0.208033,0.000878,0.376000,0.006052,-1.061766,0.021155,-0.579440,0.013143,0.001154,0.016472,0.379114,0.110070,0.014454,0.093641,0.040429,-0.253051,-1.080782,0.363587,0.019019,-0.025820,-1.128572,-0.355325,0.013978,0.483780,0.341591,0.037382,-0.661373,-0.115147,-0.025635,0.026497,112.846680,1.049085,-1.418321,0.001814,0.028978,1.109294,-0.365480,1.003048,0.013009,0.023501,0.009243,0.016675,-0.715332,0.259631,-0.008280,-0.281246
0.427203,1.047355,0.209543,0.000593,0.369951,0.009611,-0.867262,0.015169,-0.555607,0.000819,0.004665,0.016204,0.373457,-0.127911,0.010017,0.002727,0.000759,-0.208232,-0.967159,0.543202,0.015871,-0.026379,-1.017503,-0.355278,0.014296,0.177562,0.443495,0.002450,-0.613054,-0.115105,0.244105,0.043185,115.544682,0.791048,-1.519731,0.001065,0.005967,0.989042,-0.363775,1.029536,0.008606,0.000704,0.081303,0.013523,-0.438056,0.239244,0.017255,-0.060250
-0.403636,0.753902,3.445099,0.122532,0.684697,0.376608,-1.282346,0.711727,0.145950,0.110256,0.187884,0.186423,1.123502,1.234660,0.465811,0.185613,0.150061,-0.013090,-1.217819,0.631611,0.417805,-0.949626,-1.643020,0.805803,-0.933775,-0.545099,1.114336,0.229556,-0.906399,-0.469327,0.416051,0.534193,920.106222,1.164713,-1.571849,0.200764,0.240760,2.047475,-0.672137,-0.867572,0.548927,0.231187,0.286875,0.268183,0.489840,0.522145,-1.174784,0.270775
-0.403636,0.681360,0.759008,0.225951,0.701828,0.286970,-1.306091,0.584921,1.407335,0.163844,0.281938,0.234668,1.123502,1.234660,0.520652,0.246144,0.169071,0.221653,-1.166042,0.685650,0.933240,-0.949626,-1.683587,0.805803,-0.933775,-0.545099,1.129286,0.223375,-0.906399,-0.262661,0.435708,1.132780,315.492699,1.160263,-1.722574,0.743829,0.299883,0.972384,-1.006242,-1.173003,0.709247,0.214443,0.205939,0.863674,0.489840,0.522145,-1.174784,0.270775
-0.222435,0.502285,1.053603,0.449424,0.731097,0.361608,-1.305014,0.408424,1.407335,0.343331,0.295073,0.488746,1.049477,1.431565,0.608255,0.397416,0.420134,1.760739,-1.316162,0.805254,0.933240,-0.956894,-1.740952,1.103114,-1.109889,-1.053452,1.117721,0.483394,0.623420,-1.391449,1.956741,0.319669,350.871185,1.187232,-1.787082,0.765987,0.404051,1.700736,-1.006242,-1.132426,0.574795,0.460247,0.663100,0.212263,1.624841,1.149641,-1.190047,1.142579
-0.222435,0.577514,2.914326,0.348473,0.663125,0.340494,-1.167086,0.415956,1.054188,0.089146,0.192408,0.602195,1.049477,1.431565,0.619458,0.294314,0.356210,1.760739,-1.045278,0.805254,0.532374,-0.956894,-1.396545,1.103114,-0.877328,-1.053452,1.300383,0.208131,-0.797266,-1.391449,0.404939,0.380373,789.832292,1.000908,-1.562130,0.171904,0.458828,1.938601,-0.429153,0.171806,0.293359,0.241593,0.827268,0.561915,1.624841,0.793601,-1.190047,1.142579
-0.990178,0.686309,2.705745,0.209832,0.762692,0.658715,-1.311081,0.629834,0.609158,0.152199,0.277476,0.642497,1.105046,1.375043,0.626029,0.312132,0.196177,0.365563,-0.910791,0.593379,0.063625,-1.059295,-1.553094,0.251594,-0.978284,-0.903613,1.300383,0.227907,-1.128569,-1.200499,0.626241,0.961708,931.887534,0.747344,-1.650669,0.218405,0.392367,2.158520,-1.085374,-0.823027,0.502416,0.275890,0.996631,0.552344,0.650579,1.313409,-1.385344,0.754271
-0.990178,0.773070,0.882321,0.211023,0.807157,0.635890,-1.487277,0.697909,1.196700,0.182682,0.375645,0.800179,1.105046,1.375043,0.607803,0.331996,0.193014,0.639007,-1.541056,0.803450,1.190820,-1.059295,-1.668595,0.658549,-0.978284,-0.903613,1.229341,0.264434,-1.128569,-0.551367,0.626241,1.053592,366.649873,1.418171,-1.683698,0.843133,0.371019,0.867844,-1.085374,-1.315437,0.815911,0.282673,0.916129,0.859430,0.650579,1.313409,-1.385344,0.754271
