feat_3,feat_12,feat_33,feat_155,feat_187,feat_245,feat_37,feat_5,feat_19,feat_180,feat_185,feat_255,feat_189,feat_149,feat_230,feat_175,feat_145,feat_254,feat_39,feat_169,feat_164,feat_213,feat_107,feat_194,feat_163,feat_198,feat_229,feat_205,feat_18,feat_223,feat_139,feat_25,feat_36,feat_40,feat_127,feat_190,feat_210,feat_28,feat_158,feat_13,feat_15,feat_150,feat_250,feat_20,feat_144,feat_239,feat_218,feat_209
0.532987,0.958922,0.486556,0.248845,0.274709,0.157365,-0.832587,0.017484,-0.255288,0.005042,0.304732,1.987610,0.289854,-0.990214,0.049393,0.028544,0.115463,0.496137,-0.772825,-2.113317,0.932766,-0.120440,-0.731070,-0.172182,0.338253,-2.695470,1.795872,0.010030,-0.304208,-1.451730,1.735301,0.091086,208.006435,0.973221,-1.185483,0.005016,0.078695,0.949231,-0.373884,0.938714,0.011515,0.047881,3.510226,0.013103,3.039050,-17.137773,-0.382148,1.761181
0.540643,0.943132,0.488754,0.017949,0.268054,0.050840,-0.831029,0.022545,-0.180230,0.005042,0.020350,0.035960,0.272844,-0.431147,0.049393,0.028544,0.115463,0.091963,-0.764323,-0.783974,0.384055,-0.119205,-0.639599,-0.193948,0.348322,-1.506883,1.219148,0.010030,-0.314630,-0.333418,1.084865,0.042658,207.429181,0.952873,-1.247727,0.003607,0.078695,0.845512,-0.315881,0.929160,0.006391,0.047881,0.114177,0.041535,1.690877,-8.592426,-0.021773,0.842323
0.546430,0.972508,0.506560,0.009216,0.274619,0.016755,-0.745868,0.022504,-0.243738,0.004034,0.006641,0.014585,0.277621,0.127920,0.039524,0.022841,0.092394,0.052380,-0.685180,0.545368,0.403856,-0.081497,-0.617891,-0.184045,0.378257,-0.247840,0.608238,0.008026,-0.288781,-0.328541,0.395874,0.139056,174.847683,0.873356,-1.125944,0.001101,0.062972,0.921629,-0.316934,0.958880,0.007120,0.038314,0.034413,0.012296,0.262789,-0.047080,-0.010570,-0.131001
0.567295,0.983738,0.516493,0.001863,0.275463,0.018966,-0.833206,0.020544,-0.248712,0.002789,0.003218,0.044443,0.283218,0.167173,0.017199,0.003344,0.002399,0.161862,-0.763114,0.641726,0.382244,-0.099463,-0.643404,-0.185974,0.376191,0.098394,0.434768,0.005451,-0.302572,-0.361816,0.203010,0.164023,173.969271,0.993064,-1.255494,0.003117,0.007929,0.875118,-0.317132,0.966919,0.007782,0.000697,0.058900,0.012905,-0.142962,0.566448,-0.037434,-0.398164
-0.552586,0.857276,1.738908,0.299382,0.581199,0.390341,-1.402278,0.613478,0.045359,0.249401,0.239298,0.346730,1.189327,1.750261,0.560816,0.387339,0.547708,0.591201,-1.312370,0.732378,1.182709,-0.416337,-1.224034,0.957297,-0.604487,-1.140679,0.849265,0.286262,-1.142279,-0.932454,0.448640,0.496596,622.911089,1.335886,-1.271307,0.236639,0.360105,1.813984,-0.699766,-1.000724,0.572385,0.296570,0.657192,0.330604,2.234157,1.768694,-1.504998,0.740006
-0.552586,0.872411,1.065761,0.346789,0.774933,0.314417,-1.304434,0.535672,1.453971,0.324044,0.441184,0.512684,1.189327,1.750261,0.616541,0.462676,0.674102,1.138736,-1.247166,1.044067,1.182709,-1.551056,-1.229712,1.201075,-0.604487,-1.140679,1.083655,0.308631,-1.142279,-1.476695,0.448640,0.673585,383.443539,1.267264,-1.292251,0.832957,0.470734,0.716799,-1.108021,-1.454258,0.950869,0.285053,0.810276,0.964034,2.234157,1.768694,-1.504998,0.740006
-0.161629,0.476169,0.523086,0.551659,0.838636,0.477293,-1.305223,0.200128,1.453971,0.406054,0.540545,0.449100,1.033019,1.684875,0.697810,0.457998,0.703827,1.513609,-1.204871,1.179147,1.003380,-1.551056,-0.980423,1.201075,-0.352861,-2.918144,1.083655,0.523596,0.711477,-1.476695,0.717210,1.023123,164.683563,1.291999,-1.264950,0.875196,0.745719,0.935621,-1.108021,-1.453003,0.635828,0.487622,0.918270,0.213268,1.276685,1.682194,-2.312574,1.392221
-0.161629,0.416861,1.644652,0.386983,0.606372,0.524485,-1.207679,0.305685,1.430403,0.242187,0.501315,0.751714,1.033019,1.684875,0.768506,0.436596,0.550487,1.513609,-1.065843,1.145970,1.003380,-0.754517,-0.856388,0.028739,0.014266,-1.159679,1.442059,0.470612,-0.559352,-1.173917,0.717210,0.966506,502.577517,1.176750,-1.255849,0.202996,0.427853,1.354137,-0.339474,0.003727,0.396268,0.319353,1.058965,0.614514,0.700011,1.682194,-0.864114,0.782723
-1.067727,0.608462,1.996517,0.689916,0.635072,0.336502,-1.298480,0.555435,1.032408,0.274525,0.386988,0.594905,1.283311,1.443730,0.710110,0.501169,0.887295,0.712934,-1.260184,0.708281,2.379782,-0.669514,-1.173706,0.232873,-2.168525,-1.188242,1.442059,0.563513,-1.142033,-0.786819,0.327857,0.612578,788.392708,1.272073,-1.260608,0.211122,0.394332,2.090344,-0.902547,-0.753733,0.500301,0.310703,1.056855,0.685996,5.241531,1.654469,-1.431286,1.020755
-1.067727,0.742985,1.685479,0.720860,0.791185,0.307999,-1.347093,0.561649,1.012345,0.334531,0.582798,0.899930,1.283311,1.443730,0.787987,0.583093,0.979173,2.583567,-1.288489,1.027456,2.379782,-1.148970,-1.202830,1.057041,-2.168525,-1.188242,1.685957,0.558017,-1.142033,-1.584275,0.388300,0.702286,675.023044,1.314467,-1.289176,0.849686,0.491082,2.021243,-1.233679,-1.195196,0.827624,0.304690,0.898718,0.768069,5.241531,1.654469,-1.431286,1.020755
-0.553531,0.534277,0.512634,0.761707,0.866570,0.430051,-1.360237,0.323679,1.021332,0.722681,0.818075,0.833296,1.180269,0.930823,0.842186,0.569109,0.771208,2.583567,-1.183935,1.409270,1.929815,-3.113113,-1.055365,1.057041,-0.482328,-3.353887,1.685957,0.828865,0.117934,-1.720683,2.400671,0.650719,169.674719,1.232709,-1.270253,0.904019,0.685535,1.000672,-1.233679,-1.195196,0.634838,0.555060,0.605989,0.218508,2.859670,1.609885,-2.741074,1.391542
-0.553531,0.540446,1.432877,0.511579,0.626438,0.711493,-1.443119,0.366588,1.021332,0.624249,0.829824,0.857454,1.180269,0.930823,0.850055,0.602891,0.721822,0.953593,-1.341455,1.186655,1.929815,-3.113113,-0.837804,0.494096,-0.433761,-3.353887,1.621546,0.828894,-0.566054,-1.720683,2.400671,0.928293,464.839426,1.354301,-1.082353,0.228146,0.521257,1.274451,-0.541221,0.152369,0.352136,0.401453,1.102247,0.493951,2.859670,1.605882,-0.974156,1.391542
-0.796967,0.632700,1.944709,0.919196,0.665330,0.450104,-1.329553,0.494669,0.841306,0.304681,0.505638,0.928625,1.271775,1.657763,0.843513,0.591429,0.972702,2.145083,-1.229088,0.885146,2.623062,-0.782804,-1.023715,0.494096,-3.501066,-1.219797,1.621546,0.589114,-1.163599,-1.103611,0.395799,0.768611,751.695820,1.322531,-1.412236,0.227028,0.439331,2.273546,-0.879495,-0.940637,0.524660,0.297644,1.297170,0.673574,4.522486,2.023804,-1.457746,1.329665
-0.796967,0.800648,1.625477,0.955689,0.835802,0.455701,-1.290081,0.493191,0.969329,0.347659,0.650937,0.903428,1.271775,1.657763,0.832973,0.591014,1.080784,2.471569,-1.165933,1.137779,2.623062,-1.319939,-0.955323,0.878880,-3.501066,-1.219797,1.461953,0.543253,-1.163599,-1.809047,0.470918,0.861752,610.921469,1.288990,-1.450177,0.896178,0.520981,2.027199,-1.099654,-1.427955,0.891583,0.292996,1.026388,0.785325,4.522486,2.023804,-1.457746,1.329665
-0.254178,0.477429,0.669766,0.578461,0.941850,0.422968,-1.291960,0.275389,0.976901,0.610155,0.769822,0.600161,1.291861,1.514835,0.784031,0.621170,1.205819,2.466005,-1.170430,1.694297,2.811718,-2.550892,-1.247185,0.878880,-0.711990,-3.404548,1.461953,0.942729,0.346182,-1.809047,2.006519,0.999443,227.882114,1.254121,-1.380849,0.975946,0.812091,1.311408,-1.099654,-1.330267,0.622941,0.573268,0.695049,0.174904,4.053013,1.831236,-2.549946,1.980792
-0.254178,0.331899,1.413596,0.303500,0.620163,0.596957,-1.224524,0.276220,0.976901,0.467049,0.714236,0.720385,1.291861,1.514835,0.848480,0.599683,1.151050,1.447723,-1.137270,1.274182,2.811718,-2.550892,-0.970485,0.767660,-0.711990,-3.203677,1.655401,0.760967,-0.825916,-1.825344,2.006519,0.902052,533.323975,1.180565,-1.202410,0.256062,0.420662,1.749852,-0.375416,-0.079661,0.363241,0.266367,1.649061,0.518866,4.053013,1.831236,-0.659831,0.817813
